donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D04820,11,4,1800,16,0
D04821,4,8,3600,24,0
D04822,0,1,450,0,1
D04823,1,1,450,1,1
D04824,1,2,900,8,1
D04825,2,2,900,8,1
D04826,2,3,1350,15,1
D04827,2,14,6300,56,1
D04828,1,2,900,12,1
D04829,0,3,1350,15,1
D04830,12,4,1800,12,0
D04831,11,29,13050,120,0
D04832,8,2,900,8,0
D04833,6,2,900,6,0
D04834,0,3,1350,15,1
D04835,2,2,900,10,1
D04836,5,10,4500,50,0
D04837,2,4,1800,16,1
D04838,1,3,1350,9,1
D04839,1,3,1350,21,1
D04840,14,2,900,14,0
D04841,1,4,1800,20,1
D04842,7,3,1350,9,0
D04843,16,4,1800,16,0
D04844,5,2,900,10,0
D04845,7,2,900,8,0
D04846,4,1,450,4,0
D04847,1,3,1350,18,1
D04848,0,3,1350,21,1
D04849,1,1,450,1,1
D04850,4,2,900,10,0
D04851,4,1,450,4,0
D04852,0,2,900,12,1
D04853,10,4,1800,28,0
D04854,4,7,3150,42,0
D04855,4,1,450,4,0
D04856,0,4,1800,20,1
D04857,0,1,450,0,1
D04858,0,1,450,0,1
D04859,5,4,1800,20,0
D04860,4,3,1350,9,0
D04861,10,15,6750,105,0
D04862,3,1,450,3,1
D04863,8,5,2250,20,0
D04864,2,6,2700,42,1
D04865,1,1,450,1,1
D04866,5,1,450,5,0
D04867,2,2,900,6,1
D04868,0,5,2250,20,1
D04869,2,1,450,2,1
D04870,5,1,450,5,0
D04871,8,2,900,8,0
D04872,1,3,1350,12,1
D04873,1,2,900,12,1
D04874,0,1,450,0,1
D04875,4,1,450,4,0
D04876,2,1,450,2,1
D04877,1,3,1350,12,1
D04878,7,11,4950,66,0
D04879,2,1,450,2,1
D04880,2,1,450,2,1
D04881,2,2,900,8,1
D04882,2,8,3600,56,1
D04883,5,1,450,5,0
D04884,4,36,16200,108,0
D04885,8,2,900,8,0
D04886,1,1,450,1,1
D04887,2,2,900,8,1
D04888,5,1,450,5,0
D04889,2,2,900,14,1
D04890,11,3,1350,21,0
D04891,2,3,1350,15,1
D04892,0,2,900,6,1
D04893,8,12,5400,60,0
D04894,11,2,900,12,0
D04895,1,3,1350,18,1
D04896,0,3,1350,21,1
D04897,6,3,1350,9,0
D04898,5,3,1350,15,0
D04899,1,1,450,1,1
D04900,1,1,450,1,1
D04901,1,2,900,6,1
D04902,1,3,1350,12,1
D04903,5,1,450,5,0
D04904,5,1,450,5,0
D04905,1,1,450,1,1
D04906,11,7,3150,28,0
D04907,1,2,900,8,1
D04908,3,6,2700,36,1
D04909,9,5,2250,30,0
D04910,3,1,450,3,1
D04911,6,3,1350,12,0
D04912,1,3,1350,15,1
D04913,5,1,450,5,0
D04914,5,1,450,5,0
D04915,0,1,450,0,1
D04916,7,3,1350,18,0
D04917,14,2,900,14,0
D04918,3,5,2250,15,1
D04919,0,1,450,0,1
D04920,8,7,3150,35,0
D04921,10,4,1800,20,0
D04922,5,3,1350,18,0
D04923,2,1,450,2,1
D04924,0,3,1350,9,1
D04925,0,4,1800,24,1
D04926,9,2,900,10,0
D04927,6,2,900,6,0
D04928,6,18,8100,54,0
D04929,1,3,1350,12,1
D04930,6,2,900,6,0
D04931,4,13,5850,65,0
D04932,4,3,1350,12,0
D04933,5,1,450,5,0
D04934,0,5,2250,30,1
D04935,9,4,1800,16,0
D04936,1,8,3600,56,1
D04937,2,9,4050,63,1
D04938,0,3,1350,15,1
D04939,4,2,900,14,0
D04940,0,1,450,0,1
D04941,1,3,1350,18,1
D04942,3,3,1350,21,1
D04943,3,1,450,3,1
D04944,2,3,1350,12,1
D04945,1,2,900,14,1
D04946,5,2,900,6,0
D04947,3,2,900,8,1
D04948,3,2,900,6,1
D04949,1,8,3600,24,1
D04950,5,1,450,5,0
D04951,1,3,1350,21,1
D04952,1,1,450,1,1
D04953,2,1,450,2,1
D04954,2,1,450,2,1
D04955,3,2,900,10,1
D04956,1,1,450,1,1
D04957,11,3,1350,15,0
D04958,12,2,900,12,0
D04959,15,20,9000,80,0
D04960,0,4,1800,16,1
D04961,2,1,450,2,1
D04962,1,1,450,1,1
D04963,3,1,450,3,1
D04964,6,13,5850,39,0
D04965,6,12,5400,36,0
D04966,3,2,900,6,1
D04967,6,3,1350,15,0
D04968,2,1,450,2,1
D04969,4,4,1800,12,0
D04970,0,1,450,0,1
D04971,5,2,900,8,0
D04972,2,2,900,10,1
D04973,6,2,900,14,0
D04974,2,10,4500,30,1
D04975,1,2,900,10,1
D04976,1,3,1350,21,1
D04977,0,3,1350,21,1
D04978,2,1,450,2,1
D04979,0,4,1800,24,1
D04980,5,1,450,5,0
D04981,7,2,900,12,0
D04982,5,4,1800,12,0
D04983,3,1,450,3,1
D04984,0,3,1350,18,1
D04985,3,2,900,8,1
D04986,0,3,1350,18,1
D04987,3,50,22500,120,1
D04988,3,38,17100,114,1
D04989,3,2,900,6,1
D04990,0,3,1350,12,1
D04991,1,5,2250,30,1
D04992,2,1,450,2,1
D04993,0,2,900,12,1
D04994,1,1,450,1,1
D04995,2,15,6750,105,1
D04996,4,3,1350,21,0
D04997,6,2,900,6,0
D04998,4,5,2250,25,0
D04999,2,5,2250,20,1
D05000,0,2,900,12,1
D05001,5,1,450,5,0
D05002,12,2,900,12,0
D05003,7,5,2250,35,0
D05004,3,3,1350,21,1
D05005,18,6,2700,18,0
D05006,4,1,450,4,0
D05007,0,4,1800,28,1
D05008,4,1,450,4,0
D05009,5,1,450,5,0
D05010,3,41,18450,120,1
D05011,2,1,450,2,1
D05012,11,2,900,14,0
D05013,7,5,2250,25,0
D05014,4,2,900,10,0
D05015,6,2,900,12,0
D05016,0,2,900,12,1
D05017,3,2,900,12,1
D05018,3,3,1350,15,1
D05019,3,2,900,14,1
D05020,1,2,900,6,1
D05021,3,2,900,10,1
D05022,0,2,900,14,1
D05023,10,2,900,14,0
D05024,6,2,900,6,0
D05025,1,2,900,6,1
D05026,0,2,900,6,1
D05027,2,2,900,6,1
D05028,4,2,900,6,0
D05029,2,1,450,2,1
D05030,1,4,1800,28,1
D05031,5,2,900,6,0
D05032,10,4,1800,20,0
D05033,13,4,1800,16,0
D05034,1,2,900,6,1
D05035,3,2,900,14,1
D05036,11,5,2250,20,0
D05037,1,3,1350,15,1
D05038,2,1,450,2,1
D05039,0,2,900,10,1
D05040,7,2,900,10,0
D05041,2,2,900,12,1
D05042,1,5,2250,35,1
D05043,1,1,450,1,1
D05044,2,2,900,12,1
D05045,2,3,1350,12,1
D05046,0,1,450,0,1
D05047,5,1,450,5,0
D05048,8,2,900,8,0
D05049,0,1,450,0,1
D05050,4,1,450,4,0
D05051,0,4,1800,28,1
D05052,6,6,2700,24,0
D05053,1,4,1800,20,1
D05054,2,2,900,12,1
D05055,4,2,900,12,0
D05056,3,1,450,3,1
D05057,2,10,4500,30,1
D05058,0,1,450,0,1
D05059,1,1,450,1,1
D05060,4,50,22500,120,0
D05061,6,2,900,6,0
D05062,2,1,450,2,1
D05063,0,1,450,0,1
D05064,4,1,450,4,0
D05065,5,1,450,5,0
D05066,2,10,4500,30,1
D05067,5,6,2700,18,0
D05068,5,1,450,5,0
D05069,2,5,2250,20,1
D05070,2,2,900,6,1
D05071,6,2,900,8,0
D05072,0,1,450,0,1
D05073,6,19,8550,120,0
D05074,0,2,900,14,1
D05075,3,2,900,10,1
D05076,7,4,1800,28,0
D05077,2,3,1350,12,1
D05078,6,2,900,6,0
D05079,5,2,900,14,0
D05080,0,3,1350,12,1
D05081,3,1,450,3,1
D05082,4,1,450,4,0
D05083,7,3,1350,12,0
D05084,4,9,4050,36,0
D05085,0,1,450,0,1
D05086,7,3,1350,12,0
D05087,2,2,900,6,1
D05088,2,1,450,2,1
D05089,4,2,900,10,0
D05090,5,3,1350,21,0
D05091,8,2,900,8,0
D05092,13,4,1800,28,0
D05093,5,1,450,5,0
D05094,2,2,900,14,1
D05095,3,1,450,3,1
D05096,1,3,1350,12,1
D05097,4,1,450,4,0
D05098,5,1,450,5,0
D05099,5,1,450,5,0
D05100,2,8,3600,40,1
D05101,7,5,2250,20,0
D05102,1,1,450,1,1
D05103,13,3,1350,15,0
D05104,4,1,450,4,0
D05105,21,7,3150,28,0
D05106,6,2,900,6,0
D05107,1,3,1350,18,1
D05108,1,1,450,1,1
D05109,1,4,1800,28,1
D05110,0,1,450,0,1
D05111,5,13,5850,39,0
D05112,6,2,900,6,0
D05113,0,3,1350,9,1
D05114,11,5,2250,25,0
D05115,0,18,8100,108,1
D05116,1,2,900,8,1
D05117,5,1,450,5,0
D05118,0,3,1350,21,1
D05119,25,4,1800,28,0
D05120,8,5,2250,15,0
D05121,3,2,900,14,1
D05122,24,6,2700,24,0
D05123,12,3,1350,12,0
D05124,2,4,1800,16,1
D05125,3,5,2250,25,1
D05126,10,2,900,10,0
D05127,4,1,450,4,0
D05128,4,9,4050,54,0
D05129,0,1,450,0,1
D05130,6,6,2700,36,0
D05131,12,15,6750,60,0
D05132,0,2,900,12,1
D05133,4,2,900,14,0
D05134,5,4,1800,28,0
D05135,3,1,450,3,1
D05136,6,2,900,6,0
D05137,8,3,1350,12,0
D05138,2,1,450,2,1
D05139,7,4,1800,28,0
D05140,10,4,1800,24,0
D05141,4,4,1800,12,0
D05142,1,3,1350,15,1
D05143,4,6,2700,36,0
D05144,1,1,450,1,1
D05145,2,3,1350,9,1
D05146,2,1,450,2,1
D05147,3,1,450,3,1
D05148,7,7,3150,35,0
D05149,5,5,2250,35,0
D05150,3,26,11700,78,1
D05151,5,4,1800,28,0
D05152,1,2,900,14,1
D05153,3,5,2250,25,1
D05154,0,2,900,14,1
D05155,0,2,900,14,1
D05156,4,8,3600,56,0
D05157,1,1,450,1,1
D05158,10,50,22500,120,0
D05159,5,1,450,5,0
D05160,0,1,450,0,1
D05161,4,1,450,4,0
D05162,4,1,450,4,0
D05163,0,11,4950,55,1
D05164,3,10,4500,70,1
D05165,8,2,900,8,0
D05166,6,2,900,14,0
D05167,0,3,1350,9,1
D05168,7,2,900,10,0
D05169,5,2,900,8,0
D05170,3,2,900,14,1
D05171,1,2,900,10,1
D05172,1,1,450,1,1
D05173,0,2,900,14,1
D05174,0,3,1350,15,1
D05175,1,7,3150,21,1
D05176,0,3,1350,21,1
D05177,0,2,900,10,1
D05178,10,6,2700,30,0
D05179,0,1,450,0,1
D05180,6,2,900,12,0
D05181,6,21,9450,84,0
D05182,0,5,2250,30,1
D05183,0,2,900,10,1
D05184,14,2,900,14,0
D05185,6,3,1350,21,0
D05186,12,2,900,12,0
D05187,2,13,5850,91,1
D05188,3,3,1350,9,1
D05189,2,1,450,2,1
D05190,8,8,3600,40,0
D05191,5,2,900,10,0
D05192,3,14,6300,70,1
D05193,0,2,900,8,1
D05194,6,2,900,6,0
D05195,8,3,1350,18,0
D05196,8,37,16650,120,0
D05197,5,2,900,14,0
D05198,3,1,450,3,1
D05199,1,16,7200,80,1
D05200,21,3,1350,21,0
D05201,3,1,450,3,1
D05202,5,2,900,6,0
D05203,2,12,5400,60,1
D05204,6,2,900,14,0
D05205,2,1,450,2,1
D05206,2,1,450,2,1
D05207,12,3,1350,12,0
D05208,1,6,2700,36,1
D05209,0,8,3600,40,1
D05210,2,1,450,2,1
D05211,2,3,1350,9,1
D05212,10,3,1350,18,0
D05213,6,5,2250,30,0
D05214,2,7,3150,35,1
D05215,0,3,1350,15,1
D05216,6,2,900,6,0
D05217,0,2,900,8,1
D05218,5,3,1350,12,0
D05219,0,1,450,0,1
D05220,1,1,450,1,1
D05221,29,6,2700,36,0
D05222,1,50,22500,120,1
D05223,3,1,450,3,1
D05224,2,2,900,12,1
D05225,12,3,1350,15,0
D05226,2,3,1350,21,1
D05227,5,1,450,5,0
D05228,6,3,1350,12,0
D05229,2,3,1350,15,1
D05230,3,2,900,10,1
D05231,3,3,1350,15,1
D05232,3,3,1350,15,1
D05233,0,2,900,10,1
D05234,0,5,2250,25,1
D05235,6,7,3150,35,0
D05236,2,9,4050,45,1
D05237,9,2,900,12,0
D05238,4,3,1350,18,0
D05239,6,2,900,6,0
D05240,3,1,450,3,1
D05241,5,2,900,10,0
D05242,12,49,22050,120,0
D05243,2,10,4500,60,1
D05244,6,2,900,6,0
D05245,2,1,450,2,1
D05246,1,2,900,8,1
D05247,5,2,900,6,0
D05248,4,1,450,4,0
D05249,6,2,900,6,0
D05250,3,1,450,3,1
D05251,3,2,900,8,1
D05252,2,3,1350,21,1
D05253,21,19,8550,114,0
D05254,2,4,1800,16,1
D05255,4,21,9450,63,0
D05256,2,5,2250,20,1
D05257,6,2,900,6,0
D05258,6,2,900,10,0
D05259,0,2,900,8,1
D05260,0,4,1800,20,1
D05261,4,1,450,4,0
D05262,0,4,1800,12,1
D05263,3,5,2250,35,1
D05264,10,2,900,10,0
D05265,1,50,22500,120,1
D05266,2,11,4950,44,1
D05267,1,1,450,1,1
D05268,12,3,1350,15,0
D05269,0,6,2700,42,1
D05270,12,2,900,12,0
D05271,2,1,450,2,1
D05272,4,1,450,4,0
D05273,0,6,2700,42,1
D05274,4,2,900,14,0
D05275,10,2,900,12,0
D05276,5,2,900,12,0
D05277,1,25,11250,120,1
D05278,12,2,900,12,0
D05279,0,1,450,0,1
D05280,4,1,450,4,0
D05281,13,17,7650,68,0
D05282,11,3,1350,18,0
D05283,16,4,1800,20,0
D05284,4,1,450,4,0
D05285,0,2,900,14,1
D05286,1,9,4050,45,1
D05287,0,7,3150,21,1
D05288,0,3,1350,15,1
D05289,9,5,2250,35,0
D05290,30,15,6750,105,0
D05291,1,2,900,10,1
D05292,5,1,450,5,0
D05293,0,1,450,0,1
D05294,4,3,1350,9,0
D05295,0,2,900,10,1
D05296,1,1,450,1,1
D05297,2,1,450,2,1
D05298,5,1,450,5,0
D05299,1,2,900,6,1
D05300,5,1,450,5,0
D05301,4,1,450,4,0
D05302,9,3,1350,9,0
D05303,0,6,2700,24,1
D05304,3,2,900,8,1
D05305,0,3,1350,12,1
D05306,0,1,450,0,1
D05307,1,2,900,12,1
D05308,5,2,900,6,0
D05309,3,3,1350,9,1
D05310,12,2,900,12,0
D05311,6,10,4500,40,0
D05312,5,1,450,5,0
D05313,0,1,450,0,1
D05314,4,1,450,4,0
D05315,1,1,450,1,1
D05316,4,3,1350,21,0
D05317,3,1,450,3,1
D05318,0,4,1800,16,1
D05319,1,1,450,1,1
D05320,3,1,450,3,1
D05321,4,2,900,6,0
D05322,4,7,3150,28,0
D05323,4,1,450,4,0
D05324,0,1,450,0,1
D05325,2,47,21150,120,1
D05326,5,1,450,5,0
D05327,0,1,450,0,1
D05328,4,1,450,4,0
D05329,3,2,900,6,1
D05330,0,2,900,10,1
D05331,7,18,8100,90,0
D05332,3,3,1350,12,1
D05333,10,4,1800,20,0
D05334,3,2,900,14,1
D05335,0,4,1800,28,1
D05336,0,1,450,0,1
D05337,10,8,3600,24,0
D05338,1,3,1350,12,1
D05339,4,27,12150,81,0
D05340,9,2,900,14,0
D05341,0,1,450,0,1
D05342,6,6,2700,36,0
D05343,0,21,9450,84,1
D05344,1,1,450,1,1
D05345,3,2,900,14,1
D05346,8,3,1350,9,0
D05347,3,4,1800,16,1
D05348,5,10,4500,60,0
D05349,0,2,900,8,1
D05350,0,2,900,6,1
D05351,1,1,450,1,1
D05352,8,2,900,8,0
D05353,13,3,1350,18,0
D05354,1,40,18000,120,1
D05355,5,1,450,5,0
D05356,5,1,450,5,0
D05357,0,5,2250,25,1
D05358,0,8,3600,56,1
D05359,1,2,900,10,1
D05360,0,2,900,8,1
D05361,10,9,4050,54,0
D05362,3,1,450,3,1
D05363,4,1,450,4,0
D05364,3,1,450,3,1
D05365,2,1,450,2,1
D05366,10,2,900,10,0
D05367,4,1,450,4,0
D05368,11,3,1350,12,0
D05369,5,6,2700,18,0
D05370,2,1,450,2,1
D05371,29,9,4050,54,0
D05372,1,8,3600,40,1
D05373,0,3,1350,15,1
D05374,5,1,450,5,0
D05375,6,6,2700,18,0
D05376,3,1,450,3,1
D05377,1,5,2250,35,1
D05378,4,2,900,10,0
D05379,4,3,1350,15,0
D05380,2,5,2250,30,1
D05381,3,2,900,12,1
D05382,12,5,2250,20,0
D05383,2,1,450,2,1
D05384,10,3,1350,12,0
D05385,0,2,900,10,1
D05386,0,2,900,10,1
D05387,10,2,900,12,0
D05388,2,4,1800,20,1
D05389,9,4,1800,16,0
D05390,8,2,900,8,0
D05391,0,3,1350,15,1
D05392,1,1,450,1,1
D05393,6,2,900,6,0
D05394,1,2,900,10,1
D05395,0,2,900,8,1
D05396,3,1,450,3,1
D05397,1,3,1350,9,1
D05398,0,3,1350,21,1
D05399,2,3,1350,15,1
D05400,10,13,5850,78,0
D05401,1,2,900,14,1
D05402,8,2,900,8,0
D05403,0,2,900,14,1
D05404,9,2,900,14,0
D05405,0,9,4050,36,1
D05406,1,1,450,1,1
D05407,3,1,450,3,1
D05408,1,6,2700,36,1
D05409,1,1,450,1,1
D05410,0,1,450,0,1
D05411,8,6,2700,30,0
D05412,4,2,900,12,0
D05413,3,1,450,3,1
D05414,2,2,900,8,1
D05415,10,2,900,10,0
D05416,6,2,900,14,0
D05417,2,13,5850,39,1
D05418,1,1,450,1,1
D05419,7,2,900,10,0
D05420,10,17,7650,102,0
D05421,4,2,900,10,0
D05422,4,1,450,4,0
D05423,0,6,2700,36,1
D05424,0,2,900,12,1
D05425,0,5,2250,25,1
D05426,3,1,450,3,1
D05427,1,1,450,1,1
D05428,2,2,900,6,1
D05429,3,1,450,3,1
D05430,5,2,900,8,0
D05431,1,2,900,8,1
D05432,11,8,3600,24,0
D05433,0,2,900,14,1
D05434,6,2,900,6,0
D05435,0,2,900,10,1
D05436,2,1,450,2,1
D05437,8,2,900,8,0
D05438,1,7,3150,42,1
D05439,0,1,450,0,1
D05440,11,4,1800,16,0
D05441,8,14,6300,42,0
D05442,6,2,900,6,0
D05443,3,1,450,3,1
D05444,8,7,3150,42,0
D05445,8,2,900,8,0
D05446,0,8,3600,56,1
D05447,5,1,450,5,0
D05448,2,2,900,12,1
D05449,2,2,900,14,1
D05450,4,7,3150,21,0
D05451,1,1,450,1,1
D05452,9,3,1350,12,0
D05453,2,2,900,8,1
D05454,1,2,900,12,1
D05455,10,2,900,12,0
D05456,7,5,2250,25,0
D05457,0,1,450,0,1
D05458,0,3,1350,9,1
D05459,0,25,11250,100,1
D05460,6,2,900,6,0
D05461,12,4,1800,20,0
D05462,2,1,450,2,1
D05463,2,3,1350,12,1
D05464,1,3,1350,18,1
D05465,0,1,450,0,1
D05466,3,6,2700,42,1
D05467,2,2,900,6,1
D05468,2,1,450,2,1
D05469,0,8,3600,48,1
D05470,20,8,3600,32,0
D05471,4,3,1350,18,0
D05472,0,7,3150,35,1
D05473,0,2,900,12,1
D05474,10,2,900,12,0
D05475,4,7,3150,21,0
D05476,2,3,1350,18,1
D05477,0,1,450,0,1
D05478,1,1,450,1,1
D05479,12,3,1350,18,0
D05480,0,50,22500,120,1
D05481,3,1,450,3,1
D05482,0,3,1350,12,1
D05483,18,3,1350,18,0
D05484,4,2,900,14,0
D05485,3,2,900,12,1
D05486,3,1,450,3,1
D05487,4,5,2250,35,0
D05488,23,30,13500,90,0
D05489,1,2,900,6,1
D05490,5,1,450,5,0
D05491,1,1,450,1,1
D05492,3,2,900,14,1
D05493,5,14,6300,70,0
D05494,11,2,900,12,0
D05495,3,1,450,3,1
D05496,2,2,900,12,1
D05497,6,4,1800,12,0
D05498,0,2,900,10,1
D05499,2,2,900,8,1
D05500,4,36,16200,120,0
D05501,1,1,450,1,1
D05502,8,2,900,8,0
D05503,1,1,450,1,1
D05504,1,2,900,12,1
D05505,12,4,1800,12,0
D05506,1,1,450,1,1
D05507,1,1,450,1,1
D05508,0,2,900,14,1
D05509,5,2,900,12,0
D05510,3,3,1350,21,1
D05511,2,3,1350,12,1
D05512,5,1,450,5,0
D05513,1,2,900,10,1
D05514,0,1,450,0,1
D05515,4,2,900,14,0
D05516,4,2,900,10,0
D05517,4,1,450,4,0
D05518,6,4,1800,24,0
D05519,14,5,2250,35,0
D05520,0,4,1800,20,1
D05521,0,2,900,10,1
D05522,7,3,1350,9,0
D05523,4,4,1800,16,0
D05524,6,2,900,6,0
D05525,9,50,22500,120,0
D05526,1,3,1350,12,1
D05527,0,1,450,0,1
D05528,2,16,7200,96,1
D05529,0,1,450,0,1
D05530,12,3,1350,21,0
D05531,2,2,900,6,1
D05532,10,2,900,10,0
D05533,12,4,1800,20,0
D05534,8,5,2250,25,0
D05535,0,3,1350,21,1
D05536,1,1,450,1,1
D05537,9,3,1350,9,0
D05538,1,4,1800,28,1
D05539,3,1,450,3,1
D05540,5,4,1800,12,0
D05541,1,1,450,1,1
D05542,0,1,450,0,1
D05543,5,1,450,5,0
D05544,6,2,900,6,0
D05545,4,3,1350,9,0
D05546,0,1,450,0,1
D05547,20,5,2250,20,0
D05548,1,4,1800,16,1
D05549,0,3,1350,15,1
D05550,1,12,5400,84,1
D05551,3,2,900,10,1
D05552,8,3,1350,15,0
D05553,10,3,1350,12,0
D05554,0,3,1350,9,1
D05555,2,9,4050,36,1
D05556,2,9,4050,27,1
D05557,5,1,450,5,0
D05558,6,3,1350,12,0
D05559,3,3,1350,12,1
D05560,0,3,1350,15,1
D05561,0,2,900,10,1
D05562,4,1,450,4,0
D05563,2,2,900,6,1
D05564,5,2,900,12,0
D05565,8,2,900,8,0
D05566,6,5,2250,25,0
D05567,5,1,450,5,0
D05568,9,2,900,14,0
D05569,8,3,1350,9,0
D05570,3,6,2700,18,1
D05571,4,2,900,6,0
D05572,0,9,4050,27,1
D05573,1,1,450,1,1
D05574,0,4,1800,16,1
D05575,0,4,1800,12,1
D05576,6,3,1350,9,0
D05577,8,2,900,8,0
D05578,6,2,900,12,0
D05579,4,9,4050,27,0
D05580,6,3,1350,9,0
D05581,1,2,900,12,1
D05582,5,7,3150,49,0
D05583,2,1,450,2,1
D05584,0,50,22500,120,1
D05585,6,2,900,6,0
D05586,1,7,3150,35,1
D05587,0,2,900,6,1
D05588,20,4,1800,20,0
D05589,1,8,3600,24,1
D05590,1,2,900,6,1
D05591,1,1,450,1,1
D05592,1,1,450,1,1
D05593,4,1,450,4,0
D05594,5,1,450,5,0
D05595,2,2,900,10,1
D05596,4,1,450,4,0
D05597,9,11,4950,77,0
D05598,7,3,1350,15,0
D05599,2,1,450,2,1
D05600,4,2,900,6,0
D05601,2,7,3150,35,1
D05602,0,2,900,6,1
D05603,7,2,900,14,0
D05604,6,6,2700,30,0
D05605,0,4,1800,24,1
D05606,5,1,450,5,0
D05607,8,2,900,14,0
D05608,12,2,900,12,0
D05609,3,1,450,3,1
D05610,6,3,1350,18,0
D05611,12,2,900,14,0
D05612,0,1,450,0,1
D05613,4,1,450,4,0
D05614,5,1,450,5,0
D05615,14,2,900,14,0
D05616,2,1,450,2,1
D05617,1,4,1800,12,1
D05618,1,1,450,1,1
D05619,1,8,3600,24,1
D05620,0,1,450,0,1
D05621,5,1,450,5,0
D05622,6,23,10350,120,0
D05623,1,3,1350,9,1
D05624,1,1,450,1,1
D05625,2,2,900,10,1
D05626,1,1,450,1,1
D05627,5,1,450,5,0
D05628,9,3,1350,9,0
D05629,2,1,450,2,1
D05630,8,3,1350,12,0
D05631,6,2,900,12,0
D05632,0,2,900,6,1
D05633,0,11,4950,44,1
D05634,1,3,1350,15,1
D05635,1,1,450,1,1
D05636,2,4,1800,28,1
D05637,8,2,900,8,0
D05638,1,4,1800,28,1
D05639,6,3,1350,18,0
D05640,4,3,1350,12,0
D05641,0,5,2250,30,1
D05642,0,25,11250,75,1
D05643,2,3,1350,12,1
D05644,2,49,22050,120,1
D05645,2,6,2700,18,1
D05646,1,2,900,10,1
D05647,2,5,2250,35,1
D05648,3,3,1350,21,1
D05649,8,2,900,8,0
D05650,1,47,21150,120,1
D05651,3,7,3150,42,1
D05652,1,1,450,1,1
D05653,7,3,1350,15,0
D05654,8,3,1350,18,0
D05655,1,1,450,1,1
D05656,0,1,450,0,1
D05657,0,17,7650,119,1
D05658,1,1,450,1,1
D05659,1,1,450,1,1
D05660,1,22,9900,110,1
D05661,1,4,1800,16,1
D05662,2,5,2250,25,1
D05663,1,2,900,10,1
D05664,1,3,1350,15,1
D05665,10,2,900,10,0
D05666,4,1,450,4,0
D05667,7,2,900,8,0
D05668,5,1,450,5,0
D05669,4,1,450,4,0
D05670,0,3,1350,18,1
D05671,0,6,2700,30,1
D05672,3,1,450,3,1
D05673,1,4,1800,20,1
D05674,6,3,1350,9,0
D05675,1,1,450,1,1
D05676,4,4,1800,28,0
D05677,6,2,900,6,0
D05678,8,2,900,8,0
D05679,3,2,900,10,1
D05680,4,11,4950,55,0
D05681,12,4,1800,16,0
D05682,4,2,900,10,0
D05683,0,22,9900,66,1
D05684,7,3,1350,9,0
D05685,4,2,900,12,0
D05686,1,4,1800,12,1
D05687,6,3,1350,15,0
D05688,0,1,450,0,1
D05689,3,1,450,3,1
D05690,10,17,7650,85,0
D05691,5,4,1800,24,0
D05692,2,1,450,2,1
D05693,1,2,900,12,1
D05694,3,29,13050,87,1
D05695,1,1,450,1,1
D05696,6,2,900,6,0
D05697,10,2,900,10,0
D05698,0,2,900,10,1
D05699,1,1,450,1,1
D05700,5,14,6300,84,0
D05701,5,1,450,5,0
D05702,2,2,900,12,1
D05703,1,2,900,10,1
D05704,4,1,450,4,0
D05705,13,3,1350,18,0
D05706,1,28,12600,84,1
D05707,15,4,1800,20,0
D05708,0,1,450,0,1
D05709,1,1,450,1,1
D05710,3,1,450,3,1
D05711,0,5,2250,35,1
D05712,9,2,900,12,0
D05713,4,1,450,4,0
D05714,5,1,450,5,0
D05715,6,9,4050,63,0
D05716,9,3,1350,9,0
D05717,2,6,2700,24,1
D05718,2,1,450,2,1
D05719,2,1,450,2,1
D05720,6,3,1350,12,0
D05721,0,1,450,0,1
D05722,4,1,450,4,0
D05723,6,2,900,6,0
D05724,3,1,450,3,1
D05725,5,1,450,5,0
D05726,5,8,3600,24,0
D05727,5,1,450,5,0
D05728,6,5,2250,30,0
D05729,11,4,1800,20,0
D05730,1,1,450,1,1
D05731,1,1,450,1,1
D05732,6,13,5850,39,0
D05733,5,3,1350,12,0
D05734,2,1,450,2,1
D05735,4,3,1350,9,0
D05736,0,3,1350,9,1
D05737,1,1,450,1,1
D05738,3,1,450,3,1
D05739,5,6,2700,42,0
D05740,1,5,2250,20,1
D05741,25,23,10350,69,0
D05742,5,3,1350,15,0
D05743,4,2,900,12,0
D05744,3,8,3600,24,1
D05745,0,9,4050,36,1
D05746,1,1,450,1,1
D05747,3,7,3150,49,1
D05748,0,5,2250,25,1
D05749,2,4,1800,24,1
D05750,5,3,1350,18,0
D05751,3,2,900,6,1
D05752,9,6,2700,36,0
D05753,3,13,5850,91,1
D05754,0,2,900,12,1
D05755,1,2,900,12,1
D05756,1,2,900,14,1
D05757,2,1,450,2,1
D05758,4,1,450,4,0
D05759,3,3,1350,9,1
D05760,1,1,450,1,1
D05761,1,3,1350,9,1
D05762,2,1,450,2,1
D05763,9,3,1350,9,0
D05764,16,4,1800,24,0
D05765,3,1,450,3,1
D05766,0,5,2250,30,1
D05767,1,1,450,1,1
D05768,0,7,3150,28,1
D05769,0,2,900,6,1
D05770,1,10,4500,60,1
D05771,2,2,900,12,1
D05772,5,3,1350,9,0
D05773,5,1,450,5,0
D05774,7,2,900,10,0
D05775,7,2,900,12,0
D05776,6,2,900,8,0
D05777,10,2,900,12,0
D05778,4,1,450,4,0
D05779,4,3,1350,9,0
D05780,3,1,450,3,1
D05781,1,1,450,1,1
D05782,1,1,450,1,1
D05783,5,4,1800,24,0
D05784,0,3,1350,15,1
D05785,6,2,900,6,0
