date,component,supply_units,demand_units,utilized_units,wasted_units,utilization_rate,wastage_rate
2022-07-10,Platelets,23,22,22,1,0.9565217391304348,0.043478260869565216
2022-07-11,Cryoprecipitate,19,18,18,1,0.9473684210526315,0.05263157894736842
2022-07-11,Fresh Frozen Plasma,34,29,29,6,0.8529411764705882,0.17647058823529413
2022-07-11,Packed RBC,91,82,82,12,0.9010989010989011,0.13186813186813187
2022-07-11,Platelets,44,40,40,6,0.9090909090909091,0.13636363636363635
2022-07-12,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-07-12,Fresh Frozen Plasma,32,28,28,4,0.875,0.125
2022-07-12,Packed RBC,112,96,96,19,0.8571428571428571,0.16964285714285715
2022-07-12,Platelets,34,30,30,4,0.8823529411764706,0.11764705882352941
2022-07-13,Cryoprecipitate,10,9,9,1,0.9,0.1
2022-07-13,Fresh Frozen Plasma,23,22,22,1,0.9565217391304348,0.043478260869565216
2022-07-13,Packed RBC,94,80,80,18,0.851063829787234,0.19148936170212766
2022-07-13,Platelets,43,37,37,7,0.8604651162790697,0.16279069767441862
2022-07-14,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-07-14,Fresh Frozen Plasma,30,27,27,3,0.9,0.1
2022-07-14,Packed RBC,87,76,76,14,0.8735632183908046,0.16091954022988506
2022-07-14,Platelets,49,43,43,7,0.8775510204081632,0.14285714285714285
2022-07-15,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-07-15,Fresh Frozen Plasma,29,28,28,1,0.9655172413793104,0.034482758620689655
2022-07-15,Packed RBC,91,87,87,8,0.9560439560439561,0.08791208791208792
2022-07-15,Platelets,35,33,33,3,0.9428571428571428,0.08571428571428572
2022-07-16,Cryoprecipitate,9,8,8,1,0.8888888888888888,0.1111111111111111
2022-07-16,Fresh Frozen Plasma,22,20,20,2,0.9090909090909091,0.09090909090909091
2022-07-16,Packed RBC,89,81,81,9,0.9101123595505618,0.10112359550561797
2022-07-16,Platelets,27,25,25,2,0.9259259259259259,0.07407407407407407
2022-07-17,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-07-17,Fresh Frozen Plasma,18,16,16,2,0.8888888888888888,0.1111111111111111
2022-07-17,Packed RBC,57,50,50,7,0.8771929824561403,0.12280701754385964
2022-07-17,Platelets,28,25,25,4,0.8928571428571429,0.14285714285714285
2022-07-18,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2022-07-18,Fresh Frozen Plasma,20,19,19,1,0.95,0.05
2022-07-18,Packed RBC,84,75,75,11,0.8928571428571429,0.13095238095238096
2022-07-18,Platelets,41,36,36,6,0.8780487804878049,0.14634146341463414
2022-07-19,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2022-07-19,Fresh Frozen Plasma,19,18,18,1,0.9473684210526315,0.05263157894736842
2022-07-19,Packed RBC,103,90,90,16,0.8737864077669902,0.1553398058252427
2022-07-19,Platelets,33,29,29,4,0.8787878787878788,0.12121212121212122
2022-07-20,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-07-20,Fresh Frozen Plasma,31,29,29,2,0.9354838709677419,0.06451612903225806
2022-07-20,Packed RBC,180,151,151,31,0.8388888888888889,0.17222222222222222
2022-07-20,Platelets,40,35,35,6,0.875,0.15
2022-07-21,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-07-21,Fresh Frozen Plasma,19,17,17,2,0.8947368421052632,0.10526315789473684
2022-07-21,Packed RBC,97,88,88,10,0.9072164948453608,0.10309278350515463
2022-07-21,Platelets,28,26,26,3,0.9285714285714286,0.10714285714285714
2022-07-22,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-07-22,Fresh Frozen Plasma,36,33,33,4,0.9166666666666666,0.1111111111111111
2022-07-22,Packed RBC,91,87,87,7,0.9560439560439561,0.07692307692307693
2022-07-22,Platelets,25,24,24,2,0.96,0.08
2022-07-23,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2022-07-23,Fresh Frozen Plasma,20,18,18,2,0.9,0.1
2022-07-23,Packed RBC,58,49,49,10,0.8448275862068966,0.1724137931034483
2022-07-23,Platelets,32,29,29,4,0.90625,0.125
2022-07-24,Cryoprecipitate,10,9,9,1,0.9,0.1
2022-07-24,Fresh Frozen Plasma,18,16,16,2,0.8888888888888888,0.1111111111111111
2022-07-24,Packed RBC,64,61,61,4,0.953125,0.0625
2022-07-24,Platelets,23,21,21,2,0.9130434782608695,0.08695652173913043
2022-07-25,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-07-25,Fresh Frozen Plasma,26,23,23,4,0.8846153846153846,0.15384615384615385
2022-07-25,Packed RBC,115,102,102,16,0.8869565217391304,0.1391304347826087
2022-07-25,Platelets,42,37,37,6,0.8809523809523809,0.14285714285714285
2022-07-26,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-07-26,Fresh Frozen Plasma,27,25,25,3,0.9259259259259259,0.1111111111111111
2022-07-26,Packed RBC,93,79,79,17,0.8494623655913979,0.1827956989247312
2022-07-26,Platelets,35,34,34,1,0.9714285714285714,0.02857142857142857
2022-07-27,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-07-27,Fresh Frozen Plasma,27,24,24,4,0.8888888888888888,0.14814814814814814
2022-07-27,Packed RBC,72,64,64,11,0.8888888888888888,0.1527777777777778
2022-07-27,Platelets,41,37,37,5,0.9024390243902439,0.12195121951219512
2022-07-28,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2022-07-28,Fresh Frozen Plasma,35,30,30,6,0.8571428571428571,0.17142857142857143
2022-07-28,Packed RBC,82,72,72,11,0.8780487804878049,0.13414634146341464
2022-07-28,Platelets,34,31,31,3,0.9117647058823529,0.08823529411764706
2022-07-29,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2022-07-29,Fresh Frozen Plasma,34,29,29,6,0.8529411764705882,0.17647058823529413
2022-07-29,Packed RBC,97,83,83,16,0.8556701030927835,0.16494845360824742
2022-07-29,Platelets,30,28,28,2,0.9333333333333333,0.06666666666666667
2022-07-30,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-07-30,Fresh Frozen Plasma,19,16,16,3,0.8421052631578947,0.15789473684210525
2022-07-30,Packed RBC,69,66,66,5,0.9565217391304348,0.07246376811594203
2022-07-30,Platelets,22,19,19,3,0.8636363636363636,0.13636363636363635
2022-07-31,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-07-31,Fresh Frozen Plasma,28,26,26,3,0.9285714285714286,0.10714285714285714
2022-07-31,Packed RBC,62,59,59,5,0.9516129032258065,0.08064516129032258
2022-07-31,Platelets,43,39,39,4,0.9069767441860465,0.09302325581395349
2022-08-01,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2022-08-01,Fresh Frozen Plasma,33,30,30,4,0.9090909090909091,0.12121212121212122
2022-08-01,Packed RBC,109,91,91,19,0.8348623853211009,0.1743119266055046
2022-08-01,Platelets,37,32,32,5,0.8648648648648649,0.13513513513513514
2022-08-02,Cryoprecipitate,12,12,12,0,1.0,0.0
2022-08-02,Fresh Frozen Plasma,29,25,25,5,0.8620689655172413,0.1724137931034483
2022-08-02,Packed RBC,79,69,69,13,0.8734177215189873,0.16455696202531644
2022-08-02,Platelets,35,33,33,3,0.9428571428571428,0.08571428571428572
2022-08-03,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-08-03,Fresh Frozen Plasma,74,70,70,6,0.9459459459459459,0.08108108108108109
2022-08-03,Packed RBC,96,86,86,13,0.8958333333333334,0.13541666666666666
2022-08-03,Platelets,41,37,37,4,0.9024390243902439,0.0975609756097561
2022-08-04,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-08-04,Fresh Frozen Plasma,38,33,33,5,0.868421052631579,0.13157894736842105
2022-08-04,Packed RBC,123,113,113,13,0.9186991869918699,0.10569105691056911
2022-08-04,Platelets,40,37,37,3,0.925,0.075
2022-08-05,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-08-05,Fresh Frozen Plasma,41,35,35,7,0.8536585365853658,0.17073170731707318
2022-08-05,Packed RBC,127,110,110,22,0.8661417322834646,0.1732283464566929
2022-08-05,Platelets,41,35,35,7,0.8536585365853658,0.17073170731707318
2022-08-06,Cryoprecipitate,10,9,9,1,0.9,0.1
2022-08-06,Fresh Frozen Plasma,26,23,23,4,0.8846153846153846,0.15384615384615385
2022-08-06,Packed RBC,89,78,78,13,0.8764044943820225,0.14606741573033707
2022-08-06,Platelets,25,22,22,3,0.88,0.12
2022-08-07,Cryoprecipitate,9,9,9,0,1.0,0.0
2022-08-07,Fresh Frozen Plasma,20,19,19,1,0.95,0.05
2022-08-07,Packed RBC,63,54,54,12,0.8571428571428571,0.19047619047619047
2022-08-07,Platelets,20,18,18,2,0.9,0.1
2022-08-08,Cryoprecipitate,16,14,14,2,0.875,0.125
2022-08-08,Fresh Frozen Plasma,31,28,28,3,0.9032258064516129,0.0967741935483871
2022-08-08,Packed RBC,108,92,92,17,0.8518518518518519,0.1574074074074074
2022-08-08,Platelets,37,33,33,4,0.8918918918918919,0.10810810810810811
2022-08-09,Cryoprecipitate,18,16,16,2,0.8888888888888888,0.1111111111111111
2022-08-09,Fresh Frozen Plasma,25,23,23,2,0.92,0.08
2022-08-09,Packed RBC,124,110,110,19,0.8870967741935484,0.1532258064516129
2022-08-09,Platelets,34,32,32,3,0.9411764705882353,0.08823529411764706
2022-08-10,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-08-10,Fresh Frozen Plasma,25,22,22,3,0.88,0.12
2022-08-10,Packed RBC,80,73,73,10,0.9125,0.125
2022-08-10,Platelets,34,30,30,5,0.8823529411764706,0.14705882352941177
2022-08-11,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-08-11,Fresh Frozen Plasma,39,35,35,5,0.8974358974358975,0.1282051282051282
2022-08-11,Packed RBC,74,66,66,9,0.8918918918918919,0.12162162162162163
2022-08-11,Platelets,36,32,32,4,0.8888888888888888,0.1111111111111111
2022-08-12,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-08-12,Fresh Frozen Plasma,31,29,29,2,0.9354838709677419,0.06451612903225806
2022-08-12,Packed RBC,181,153,153,30,0.8453038674033149,0.16574585635359115
2022-08-12,Platelets,38,35,35,4,0.9210526315789473,0.10526315789473684
2022-08-13,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-08-13,Fresh Frozen Plasma,22,19,19,3,0.8636363636363636,0.13636363636363635
2022-08-13,Packed RBC,80,68,68,14,0.85,0.175
2022-08-13,Platelets,35,30,30,5,0.8571428571428571,0.14285714285714285
2022-08-14,Cryoprecipitate,10,10,10,0,1.0,0.0
2022-08-14,Fresh Frozen Plasma,45,39,39,6,0.8666666666666667,0.13333333333333333
2022-08-14,Packed RBC,70,63,63,9,0.9,0.12857142857142856
2022-08-14,Platelets,31,28,28,3,0.9032258064516129,0.0967741935483871
2022-08-15,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2022-08-15,Fresh Frozen Plasma,30,29,29,1,0.9666666666666667,0.03333333333333333
2022-08-15,Packed RBC,119,103,103,19,0.865546218487395,0.15966386554621848
2022-08-15,Platelets,44,39,39,5,0.8863636363636364,0.11363636363636363
2022-08-16,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2022-08-16,Fresh Frozen Plasma,38,35,35,4,0.9210526315789473,0.10526315789473684
2022-08-16,Packed RBC,102,88,88,15,0.8627450980392157,0.14705882352941177
2022-08-16,Platelets,41,36,36,5,0.8780487804878049,0.12195121951219512
2022-08-17,Cryoprecipitate,15,15,15,0,1.0,0.0
2022-08-17,Fresh Frozen Plasma,33,30,30,4,0.9090909090909091,0.12121212121212122
2022-08-17,Packed RBC,103,93,93,12,0.9029126213592233,0.11650485436893204
2022-08-17,Platelets,29,27,27,3,0.9310344827586207,0.10344827586206896
2022-08-18,Cryoprecipitate,15,15,15,0,1.0,0.0
2022-08-18,Fresh Frozen Plasma,23,21,21,2,0.9130434782608695,0.08695652173913043
2022-08-18,Packed RBC,85,80,80,6,0.9411764705882353,0.07058823529411765
2022-08-18,Platelets,30,29,29,1,0.9666666666666667,0.03333333333333333
2022-08-19,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2022-08-19,Fresh Frozen Plasma,29,27,27,3,0.9310344827586207,0.10344827586206896
2022-08-19,Packed RBC,98,83,83,16,0.8469387755102041,0.16326530612244897
2022-08-19,Platelets,37,32,32,6,0.8648648648648649,0.16216216216216217
2022-08-20,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-08-20,Fresh Frozen Plasma,26,23,23,3,0.8846153846153846,0.11538461538461539
2022-08-20,Packed RBC,71,64,64,10,0.9014084507042254,0.14084507042253522
2022-08-20,Platelets,29,25,25,4,0.8620689655172413,0.13793103448275862
2022-08-21,Cryoprecipitate,10,9,9,1,0.9,0.1
2022-08-21,Fresh Frozen Plasma,27,23,23,4,0.8518518518518519,0.14814814814814814
2022-08-21,Packed RBC,61,58,58,5,0.9508196721311475,0.08196721311475409
2022-08-21,Platelets,27,25,25,2,0.9259259259259259,0.07407407407407407
2022-08-22,Cryoprecipitate,13,13,13,0,1.0,0.0
2022-08-22,Fresh Frozen Plasma,33,28,28,5,0.8484848484848485,0.15151515151515152
2022-08-22,Packed RBC,118,100,100,22,0.847457627118644,0.1864406779661017
2022-08-22,Platelets,37,35,35,3,0.9459459459459459,0.08108108108108109
2022-08-23,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-08-23,Fresh Frozen Plasma,29,26,26,4,0.896551724137931,0.13793103448275862
2022-08-23,Packed RBC,69,63,63,7,0.9130434782608695,0.10144927536231885
2022-08-23,Platelets,34,29,29,5,0.8529411764705882,0.14705882352941177
2022-08-24,Cryoprecipitate,16,14,14,2,0.875,0.125
2022-08-24,Fresh Frozen Plasma,24,21,21,3,0.875,0.125
2022-08-24,Packed RBC,88,76,76,15,0.8636363636363636,0.17045454545454544
2022-08-24,Platelets,35,33,33,2,0.9428571428571428,0.05714285714285714
2022-08-25,Cryoprecipitate,12,12,12,0,1.0,0.0
2022-08-25,Fresh Frozen Plasma,31,27,27,4,0.8709677419354839,0.12903225806451613
2022-08-25,Packed RBC,91,78,78,17,0.8571428571428571,0.18681318681318682
2022-08-25,Platelets,30,26,26,4,0.8666666666666667,0.13333333333333333
2022-08-26,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2022-08-26,Fresh Frozen Plasma,31,29,29,2,0.9354838709677419,0.06451612903225806
2022-08-26,Packed RBC,103,98,98,6,0.9514563106796117,0.05825242718446602
2022-08-26,Platelets,32,31,31,2,0.96875,0.0625
2022-08-27,Cryoprecipitate,8,8,8,0,1.0,0.0
2022-08-27,Fresh Frozen Plasma,25,22,22,4,0.88,0.16
2022-08-27,Packed RBC,51,44,44,8,0.8627450980392157,0.1568627450980392
2022-08-27,Platelets,20,19,19,1,0.95,0.05
2022-08-28,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-08-28,Fresh Frozen Plasma,17,16,16,1,0.9411764705882353,0.058823529411764705
2022-08-28,Packed RBC,82,70,70,15,0.8536585365853658,0.18292682926829268
2022-08-28,Platelets,30,27,27,3,0.9,0.1
2022-08-29,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2022-08-29,Fresh Frozen Plasma,24,23,23,1,0.9583333333333334,0.041666666666666664
2022-08-29,Packed RBC,98,89,89,12,0.9081632653061225,0.12244897959183673
2022-08-29,Platelets,35,32,32,3,0.9142857142857143,0.08571428571428572
2022-08-30,Cryoprecipitate,10,10,10,0,1.0,0.0
2022-08-30,Fresh Frozen Plasma,37,32,32,6,0.8648648648648649,0.16216216216216217
2022-08-30,Packed RBC,100,88,88,14,0.88,0.14
2022-08-30,Platelets,40,36,36,5,0.9,0.125
2022-08-31,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-08-31,Fresh Frozen Plasma,37,34,34,4,0.918918918918919,0.10810810810810811
2022-08-31,Packed RBC,107,99,99,11,0.9252336448598131,0.102803738317757
2022-08-31,Platelets,67,57,57,12,0.8507462686567164,0.1791044776119403
2022-09-01,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-09-01,Fresh Frozen Plasma,21,19,19,2,0.9047619047619048,0.09523809523809523
2022-09-01,Packed RBC,103,89,89,19,0.8640776699029126,0.18446601941747573
2022-09-01,Platelets,37,32,32,6,0.8648648648648649,0.16216216216216217
2022-09-02,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-09-02,Fresh Frozen Plasma,32,28,28,5,0.875,0.15625
2022-09-02,Packed RBC,71,61,61,11,0.8591549295774648,0.15492957746478872
2022-09-02,Platelets,43,39,39,6,0.9069767441860465,0.13953488372093023
2022-09-03,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-09-03,Fresh Frozen Plasma,14,14,14,0,1.0,0.0
2022-09-03,Packed RBC,62,57,57,5,0.9193548387096774,0.08064516129032258
2022-09-03,Platelets,30,26,26,4,0.8666666666666667,0.13333333333333333
2022-09-04,Cryoprecipitate,9,9,9,0,1.0,0.0
2022-09-04,Fresh Frozen Plasma,20,17,17,3,0.85,0.15
2022-09-04,Packed RBC,60,53,53,7,0.8833333333333333,0.11666666666666667
2022-09-04,Platelets,23,21,21,2,0.9130434782608695,0.08695652173913043
2022-09-05,Cryoprecipitate,9,9,9,0,1.0,0.0
2022-09-05,Fresh Frozen Plasma,31,29,29,2,0.9354838709677419,0.06451612903225806
2022-09-05,Packed RBC,92,83,83,10,0.9021739130434783,0.10869565217391304
2022-09-05,Platelets,33,30,30,4,0.9090909090909091,0.12121212121212122
2022-09-06,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2022-09-06,Fresh Frozen Plasma,25,22,22,4,0.88,0.16
2022-09-06,Packed RBC,86,79,79,8,0.9186046511627907,0.09302325581395349
2022-09-06,Platelets,32,27,27,5,0.84375,0.15625
2022-09-07,Cryoprecipitate,18,16,16,2,0.8888888888888888,0.1111111111111111
2022-09-07,Fresh Frozen Plasma,28,27,27,1,0.9642857142857143,0.03571428571428571
2022-09-07,Packed RBC,99,87,87,16,0.8787878787878788,0.16161616161616163
2022-09-07,Platelets,30,28,28,3,0.9333333333333333,0.1
2022-09-08,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2022-09-08,Fresh Frozen Plasma,27,24,24,3,0.8888888888888888,0.1111111111111111
2022-09-08,Packed RBC,92,80,80,14,0.8695652173913043,0.15217391304347827
2022-09-08,Platelets,25,23,23,2,0.92,0.08
2022-09-09,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-09-09,Fresh Frozen Plasma,26,22,22,4,0.8461538461538461,0.15384615384615385
2022-09-09,Packed RBC,189,179,179,19,0.9470899470899471,0.10052910052910052
2022-09-09,Platelets,32,30,30,2,0.9375,0.0625
2022-09-10,Cryoprecipitate,9,8,8,1,0.8888888888888888,0.1111111111111111
2022-09-10,Fresh Frozen Plasma,19,16,16,3,0.8421052631578947,0.15789473684210525
2022-09-10,Packed RBC,51,43,43,10,0.8431372549019608,0.19607843137254902
2022-09-10,Platelets,24,23,23,1,0.9583333333333334,0.041666666666666664
2022-09-11,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2022-09-11,Fresh Frozen Plasma,17,16,16,1,0.9411764705882353,0.058823529411764705
2022-09-11,Packed RBC,68,58,58,12,0.8529411764705882,0.17647058823529413
2022-09-11,Platelets,21,19,19,2,0.9047619047619048,0.09523809523809523
2022-09-12,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-09-12,Fresh Frozen Plasma,30,27,27,3,0.9,0.1
2022-09-12,Packed RBC,92,78,78,18,0.8478260869565217,0.1956521739130435
2022-09-12,Platelets,34,32,32,2,0.9411764705882353,0.058823529411764705
2022-09-13,Cryoprecipitate,16,14,14,2,0.875,0.125
2022-09-13,Fresh Frozen Plasma,28,27,27,1,0.9642857142857143,0.03571428571428571
2022-09-13,Packed RBC,100,95,95,9,0.95,0.09
2022-09-13,Platelets,36,31,31,6,0.8611111111111112,0.16666666666666666
2022-09-14,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-09-14,Fresh Frozen Plasma,29,28,28,1,0.9655172413793104,0.034482758620689655
2022-09-14,Packed RBC,91,77,77,15,0.8461538461538461,0.16483516483516483
2022-09-14,Platelets,32,27,27,6,0.84375,0.1875
2022-09-15,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2022-09-15,Fresh Frozen Plasma,29,25,25,4,0.8620689655172413,0.13793103448275862
2022-09-15,Packed RBC,83,75,75,10,0.9036144578313253,0.12048192771084337
2022-09-15,Platelets,34,29,29,5,0.8529411764705882,0.14705882352941177
2022-09-16,Cryoprecipitate,16,14,14,2,0.875,0.125
2022-09-16,Fresh Frozen Plasma,26,23,23,4,0.8846153846153846,0.15384615384615385
2022-09-16,Packed RBC,108,93,93,17,0.8611111111111112,0.1574074074074074
2022-09-16,Platelets,26,24,24,2,0.9230769230769231,0.07692307692307693
2022-09-17,Cryoprecipitate,13,11,11,2,0.8461538461538461,0.15384615384615385
2022-09-17,Fresh Frozen Plasma,25,23,23,2,0.92,0.08
2022-09-17,Packed RBC,49,43,43,6,0.8775510204081632,0.12244897959183673
2022-09-17,Platelets,22,21,21,1,0.9545454545454546,0.045454545454545456
2022-09-18,Cryoprecipitate,9,8,8,1,0.8888888888888888,0.1111111111111111
2022-09-18,Fresh Frozen Plasma,21,20,20,1,0.9523809523809523,0.047619047619047616
2022-09-18,Packed RBC,63,54,54,11,0.8571428571428571,0.1746031746031746
2022-09-18,Platelets,22,20,20,2,0.9090909090909091,0.09090909090909091
2022-09-19,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-09-19,Fresh Frozen Plasma,26,24,24,2,0.9230769230769231,0.07692307692307693
2022-09-19,Packed RBC,89,82,82,8,0.9213483146067416,0.0898876404494382
2022-09-19,Platelets,36,31,31,6,0.8611111111111112,0.16666666666666666
2022-09-20,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-09-20,Fresh Frozen Plasma,26,24,24,2,0.9230769230769231,0.07692307692307693
2022-09-20,Packed RBC,74,63,63,13,0.8513513513513513,0.17567567567567569
2022-09-20,Platelets,60,55,55,7,0.9166666666666666,0.11666666666666667
2022-09-21,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2022-09-21,Fresh Frozen Plasma,32,28,28,4,0.875,0.125
2022-09-21,Packed RBC,99,94,94,8,0.9494949494949495,0.08080808080808081
2022-09-21,Platelets,23,21,21,2,0.9130434782608695,0.08695652173913043
2022-09-22,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2022-09-22,Fresh Frozen Plasma,28,27,27,1,0.9642857142857143,0.03571428571428571
2022-09-22,Packed RBC,68,64,64,5,0.9411764705882353,0.07352941176470588
2022-09-22,Platelets,35,32,32,4,0.9142857142857143,0.11428571428571428
2022-09-23,Cryoprecipitate,13,11,11,2,0.8461538461538461,0.15384615384615385
2022-09-23,Fresh Frozen Plasma,26,25,25,1,0.9615384615384616,0.038461538461538464
2022-09-23,Packed RBC,92,84,84,11,0.9130434782608695,0.11956521739130435
2022-09-23,Platelets,29,26,26,3,0.896551724137931,0.10344827586206896
2022-09-24,Cryoprecipitate,10,9,9,1,0.9,0.1
2022-09-24,Fresh Frozen Plasma,21,20,20,1,0.9523809523809523,0.047619047619047616
2022-09-24,Packed RBC,40,37,37,4,0.925,0.1
2022-09-24,Platelets,29,25,25,5,0.8620689655172413,0.1724137931034483
2022-09-25,Cryoprecipitate,11,11,11,0,1.0,0.0
2022-09-25,Fresh Frozen Plasma,27,26,26,2,0.9629629629629629,0.07407407407407407
2022-09-25,Packed RBC,74,62,62,13,0.8378378378378378,0.17567567567567569
2022-09-25,Platelets,23,22,22,1,0.9565217391304348,0.043478260869565216
2022-09-26,Cryoprecipitate,18,16,16,2,0.8888888888888888,0.1111111111111111
2022-09-26,Fresh Frozen Plasma,30,28,28,3,0.9333333333333333,0.1
2022-09-26,Packed RBC,104,91,91,18,0.875,0.17307692307692307
2022-09-26,Platelets,39,36,36,3,0.9230769230769231,0.07692307692307693
2022-09-27,Cryoprecipitate,10,10,10,0,1.0,0.0
2022-09-27,Fresh Frozen Plasma,21,19,19,2,0.9047619047619048,0.09523809523809523
2022-09-27,Packed RBC,78,75,75,3,0.9615384615384616,0.038461538461538464
2022-09-27,Platelets,33,29,29,4,0.8787878787878788,0.12121212121212122
2022-09-28,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2022-09-28,Fresh Frozen Plasma,30,29,29,2,0.9666666666666667,0.06666666666666667
2022-09-28,Packed RBC,115,99,99,21,0.8608695652173913,0.1826086956521739
2022-09-28,Platelets,30,28,28,3,0.9333333333333333,0.1
2022-09-29,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2022-09-29,Fresh Frozen Plasma,30,26,26,4,0.8666666666666667,0.13333333333333333
2022-09-29,Packed RBC,80,75,75,7,0.9375,0.0875
2022-09-29,Platelets,23,22,22,1,0.9565217391304348,0.043478260869565216
2022-09-30,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2022-09-30,Fresh Frozen Plasma,32,30,30,2,0.9375,0.0625
2022-09-30,Packed RBC,182,161,161,28,0.8846153846153846,0.15384615384615385
2022-09-30,Platelets,35,32,32,4,0.9142857142857143,0.11428571428571428
2022-10-01,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-10-01,Fresh Frozen Plasma,26,23,23,4,0.8846153846153846,0.15384615384615385
2022-10-01,Packed RBC,62,55,55,10,0.8870967741935484,0.16129032258064516
2022-10-01,Platelets,24,22,22,2,0.9166666666666666,0.08333333333333333
2022-10-02,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-10-02,Fresh Frozen Plasma,20,19,19,1,0.95,0.05
2022-10-02,Packed RBC,57,52,52,7,0.9122807017543859,0.12280701754385964
2022-10-02,Platelets,22,20,20,2,0.9090909090909091,0.09090909090909091
2022-10-03,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2022-10-03,Fresh Frozen Plasma,22,20,20,3,0.9090909090909091,0.13636363636363635
2022-10-03,Packed RBC,96,81,81,17,0.84375,0.17708333333333334
2022-10-03,Platelets,30,27,27,4,0.9,0.13333333333333333
2022-10-04,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2022-10-04,Fresh Frozen Plasma,33,28,28,5,0.8484848484848485,0.15151515151515152
2022-10-04,Packed RBC,88,84,84,8,0.9545454545454546,0.09090909090909091
2022-10-04,Platelets,26,25,25,2,0.9615384615384616,0.07692307692307693
2022-10-05,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2022-10-05,Fresh Frozen Plasma,31,26,26,5,0.8387096774193549,0.16129032258064516
2022-10-05,Packed RBC,74,66,66,9,0.8918918918918919,0.12162162162162163
2022-10-05,Platelets,38,36,36,2,0.9473684210526315,0.05263157894736842
2022-10-06,Cryoprecipitate,16,14,14,2,0.875,0.125
2022-10-06,Fresh Frozen Plasma,19,17,17,2,0.8947368421052632,0.10526315789473684
