donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter,Cluster,Segment
D04294,11,4,1800,12,0,1,At Risk
D04295,3,3,1350,15,1,3,New Donors
D04296,10,2,900,12,0,0,New Donors
D04297,5,1,450,5,0,0,New Donors
D04298,20,4,1800,24,0,1,At Risk
D04299,1,1,450,1,1,3,New Donors
D04300,1,2,900,6,1,3,New Donors
D04301,0,3,1350,9,1,3,New Donors
D04302,6,2,900,12,0,0,New Donors
D04303,5,1,450,5,0,0,New Donors
D04304,4,3,1350,12,0,0,New Donors
D04305,5,2,900,8,0,0,New Donors
D04306,3,2,900,10,1,3,New Donors
D04307,5,5,2250,25,0,0,New Donors
D04308,4,2,900,14,0,0,New Donors
D04309,1,1,450,1,1,3,New Donors
D04310,1,49,22050,120,1,4,Loyal
D04311,3,1,450,3,1,3,New Donors
D04312,3,1,450,3,1,3,New Donors
D04313,1,1,450,1,1,3,New Donors
D04314,3,4,1800,20,1,3,New Donors
D04315,27,5,2250,30,0,1,At Risk
D04316,9,10,4500,30,0,2,Loyal
D04317,3,8,3600,24,1,3,New Donors
D04318,2,26,11700,120,1,2,Loyal
D04319,5,1,450,5,0,0,New Donors
D04320,2,1,450,2,1,3,New Donors
D04321,9,2,900,12,0,0,New Donors
D04322,0,3,1350,12,1,3,New Donors
D04323,0,8,3600,24,1,3,New Donors
D04324,8,6,2700,30,0,0,New Donors
D04325,1,2,900,14,1,3,New Donors
D04326,1,1,450,1,1,3,New Donors
D04327,5,2,900,12,0,0,New Donors
D04328,12,2,900,12,0,1,At Risk
D04329,2,1,450,2,1,3,New Donors
D04330,2,5,2250,25,1,3,New Donors
D04331,0,2,900,12,1,3,New Donors
D04332,5,2,900,10,0,0,New Donors
D04333,5,6,2700,36,0,0,New Donors
D04334,0,8,3600,40,1,3,New Donors
D04335,2,1,450,2,1,3,New Donors
D04336,3,2,900,14,1,3,New Donors
D04337,0,3,1350,9,1,3,New Donors
D04338,2,1,450,2,1,3,New Donors
D04339,4,1,450,4,0,0,New Donors
D04340,11,5,2250,35,0,1,At Risk
D04341,12,4,1800,20,0,1,At Risk
D04342,3,6,2700,24,1,3,New Donors
D04343,3,1,450,3,1,3,New Donors
D04344,1,1,450,1,1,3,New Donors
D04345,0,1,450,0,1,3,New Donors
D04346,11,2,900,14,0,1,At Risk
D04347,4,4,1800,16,0,0,New Donors
D04348,3,1,450,3,1,3,New Donors
D04349,5,1,450,5,0,0,New Donors
D04350,4,7,3150,49,0,0,New Donors
D04351,0,6,2700,36,1,3,New Donors
D04352,3,1,450,3,1,3,New Donors
D04353,6,2,900,6,0,0,New Donors
D04354,4,2,900,14,0,0,New Donors
D04355,1,5,2250,35,1,3,New Donors
D04356,4,1,450,4,0,0,New Donors
D04357,4,1,450,4,0,0,New Donors
D04358,0,7,3150,49,1,3,New Donors
D04359,5,6,2700,42,0,0,New Donors
D04360,0,9,4050,36,1,3,New Donors
D04361,0,2,900,12,1,3,New Donors
D04362,1,2,900,14,1,3,New Donors
D04363,9,2,900,10,0,0,New Donors
D04364,5,2,900,14,0,0,New Donors
D04365,2,2,900,14,1,3,New Donors
D04366,1,1,450,1,1,3,New Donors
D04367,5,3,1350,21,0,0,New Donors
D04368,4,1,450,4,0,0,New Donors
D04369,10,2,900,14,0,0,New Donors
D04370,9,4,1800,28,0,0,New Donors
D04371,21,7,3150,21,0,1,At Risk
D04372,0,6,2700,30,1,3,New Donors
D04373,1,1,450,1,1,3,New Donors
D04374,22,6,2700,24,0,1,At Risk
D04375,2,1,450,2,1,3,New Donors
D04376,16,3,1350,18,0,1,At Risk
D04377,3,2,900,14,1,3,New Donors
D04378,12,3,1350,12,0,1,At Risk
D04379,1,3,1350,21,1,3,New Donors
D04380,5,3,1350,18,0,0,New Donors
D04381,0,6,2700,18,1,3,New Donors
D04382,1,1,450,1,1,3,New Donors
D04383,0,6,2700,42,1,3,New Donors
D04384,0,28,12600,84,1,2,Loyal
D04385,15,7,3150,28,0,1,At Risk
D04386,4,1,450,4,0,0,New Donors
D04387,4,3,1350,21,0,0,New Donors
D04388,3,3,1350,18,1,3,New Donors
D04389,1,1,450,1,1,3,New Donors
D04390,4,7,3150,49,0,0,New Donors
D04391,4,6,2700,24,0,0,New Donors
D04392,6,2,900,6,0,0,New Donors
D04393,8,2,900,8,0,0,New Donors
D04394,0,4,1800,16,1,3,New Donors
D04395,0,29,13050,116,1,4,Loyal
D04396,4,7,3150,49,0,0,New Donors
D04397,5,3,1350,18,0,0,New Donors
D04398,0,9,4050,45,1,3,New Donors
D04399,2,1,450,2,1,3,New Donors
D04400,1,3,1350,18,1,3,New Donors
D04401,3,13,5850,78,1,2,Loyal
D04402,6,12,5400,60,0,2,Loyal
D04403,4,1,450,4,0,0,New Donors
D04404,4,1,450,4,0,0,New Donors
D04405,3,3,1350,9,1,3,New Donors
D04406,2,2,900,14,1,3,New Donors
D04407,1,1,450,1,1,3,New Donors
D04408,6,3,1350,9,0,0,New Donors
D04409,3,2,900,8,1,3,New Donors
D04410,1,2,900,10,1,3,New Donors
D04411,3,1,450,3,1,3,New Donors
D04412,12,4,1800,24,0,1,At Risk
D04413,29,50,22500,120,0,4,Loyal
D04414,18,6,2700,18,0,1,At Risk
D04415,0,3,1350,9,1,3,New Donors
D04416,9,4,1800,12,0,0,New Donors
D04417,4,2,900,6,0,0,New Donors
D04418,6,3,1350,15,0,0,New Donors
D04419,5,1,450,5,0,0,New Donors
D04420,3,5,2250,20,1,3,New Donors
D04421,5,1,450,5,0,0,New Donors
D04422,9,3,1350,12,0,0,New Donors
D04423,5,4,1800,16,0,0,New Donors
D04424,1,7,3150,28,1,3,New Donors
D04425,1,1,450,1,1,3,New Donors
D04426,12,2,900,12,0,1,At Risk
D04427,16,3,1350,21,0,1,At Risk
D04428,8,5,2250,30,0,0,New Donors
D04429,0,3,1350,12,1,3,New Donors
D04430,3,3,1350,15,1,3,New Donors
D04431,0,2,900,6,1,3,New Donors
D04432,1,1,450,1,1,3,New Donors
D04433,0,1,450,0,1,3,New Donors
D04434,8,2,900,8,0,0,New Donors
D04435,5,1,450,5,0,0,New Donors
D04436,7,6,2700,36,0,0,New Donors
D04437,1,4,1800,20,1,3,New Donors
D04438,1,2,900,12,1,3,New Donors
D04439,20,4,1800,20,0,1,At Risk
D04440,2,3,1350,18,1,3,New Donors
D04441,6,3,1350,18,0,0,New Donors
D04442,2,1,450,2,1,3,New Donors
D04443,11,3,1350,18,0,1,At Risk
D04444,3,3,1350,12,1,3,New Donors
D04445,5,1,450,5,0,0,New Donors
D04446,1,1,450,1,1,3,New Donors
D04447,4,1,450,4,0,0,New Donors
D04448,5,1,450,5,0,0,New Donors
D04449,3,3,1350,15,1,3,New Donors
D04450,0,1,450,0,1,3,New Donors
D04451,10,8,3600,40,0,1,At Risk
D04452,5,2,900,14,0,0,New Donors
D04453,14,2,900,14,0,1,At Risk
D04454,6,2,900,6,0,0,New Donors
D04455,8,3,1350,15,0,0,New Donors
D04456,6,4,1800,12,0,0,New Donors
D04457,2,13,5850,78,1,2,Loyal
D04458,5,1,450,5,0,0,New Donors
D04459,8,3,1350,18,0,0,New Donors
D04460,0,8,3600,40,1,3,New Donors
D04461,12,2,900,12,0,1,At Risk
D04462,12,5,2250,35,0,1,At Risk
D04463,14,2,900,14,0,1,At Risk
D04464,0,4,1800,24,1,3,New Donors
D04465,5,6,2700,42,0,0,New Donors
D04466,1,7,3150,21,1,3,New Donors
D04467,4,2,900,10,0,0,New Donors
D04468,1,2,900,6,1,3,New Donors
D04469,1,50,22500,120,1,4,Loyal
D04470,0,5,2250,15,1,3,New Donors
D04471,13,5,2250,35,0,1,At Risk
D04472,14,13,5850,65,0,1,At Risk
D04473,12,3,1350,18,0,1,At Risk
D04474,10,2,900,10,0,0,New Donors
D04475,2,2,900,10,1,3,New Donors
D04476,0,1,450,0,1,3,New Donors
D04477,2,1,450,2,1,3,New Donors
D04478,8,2,900,8,0,0,New Donors
D04479,3,3,1350,18,1,3,New Donors
D04480,6,5,2250,20,0,0,New Donors
D04481,8,5,2250,20,0,0,New Donors
D04482,2,1,450,2,1,3,New Donors
D04483,3,1,450,3,1,3,New Donors
D04484,2,1,450,2,1,3,New Donors
D04485,2,3,1350,9,1,3,New Donors
D04486,4,3,1350,21,0,0,New Donors
D04487,5,15,6750,105,0,2,Loyal
D04488,2,1,450,2,1,3,New Donors
D04489,10,2,900,14,0,0,New Donors
D04490,1,5,2250,30,1,3,New Donors
D04491,8,3,1350,15,0,0,New Donors
D04492,1,7,3150,42,1,3,New Donors
D04493,0,5,2250,15,1,3,New Donors
D04494,6,3,1350,18,0,0,New Donors
D04495,4,1,450,4,0,0,New Donors
D04496,10,4,1800,24,0,0,New Donors
D04497,6,7,3150,35,0,0,New Donors
D04498,0,3,1350,18,1,3,New Donors
D04499,1,1,450,1,1,3,New Donors
D04500,1,1,450,1,1,3,New Donors
D04501,0,5,2250,30,1,3,New Donors
D04502,2,1,450,2,1,3,New Donors
D04503,3,1,450,3,1,3,New Donors
D04504,5,1,450,5,0,0,New Donors
D04505,4,1,450,4,0,0,New Donors
D04506,6,2,900,8,0,0,New Donors
D04507,5,1,450,5,0,0,New Donors
D04508,3,2,900,6,1,3,New Donors
D04509,4,1,450,4,0,0,New Donors
D04510,0,2,900,10,1,3,New Donors
D04511,0,3,1350,9,1,3,New Donors
D04512,5,1,450,5,0,0,New Donors
D04513,5,1,450,5,0,0,New Donors
D04514,0,4,1800,12,1,3,New Donors
D04515,6,3,1350,12,0,0,New Donors
D04516,0,1,450,0,1,3,New Donors
D04517,0,3,1350,21,1,3,New Donors
D04518,1,1,450,1,1,3,New Donors
D04519,1,1,450,1,1,3,New Donors
D04520,12,2,900,12,0,1,At Risk
D04521,0,2,900,10,1,3,New Donors
D04522,4,1,450,4,0,0,New Donors
D04523,1,2,900,12,1,3,New Donors
D04524,4,5,2250,30,0,0,New Donors
D04525,1,12,5400,36,1,2,Loyal
D04526,3,8,3600,56,1,3,New Donors
D04527,4,2,900,6,0,0,New Donors
D04528,10,3,1350,18,0,0,New Donors
D04529,0,2,900,6,1,3,New Donors
D04530,0,3,1350,18,1,3,New Donors
D04531,4,2,900,12,0,0,New Donors
D04532,1,2,900,12,1,3,New Donors
D04533,4,1,450,4,0,0,New Donors
D04534,16,4,1800,16,0,1,At Risk
D04535,2,1,450,2,1,3,New Donors
D04536,10,3,1350,21,0,0,New Donors
D04537,1,3,1350,21,1,3,New Donors
D04538,5,5,2250,30,0,0,New Donors
D04539,1,2,900,10,1,3,New Donors
D04540,2,2,900,14,1,3,New Donors
D04541,5,10,4500,40,0,2,Loyal
D04542,2,3,1350,18,1,3,New Donors
D04543,0,2,900,12,1,3,New Donors
D04544,14,3,1350,21,0,1,At Risk
D04545,1,26,11700,78,1,2,Loyal
D04546,9,5,2250,15,0,0,New Donors
D04547,13,7,3150,35,0,1,At Risk
D04548,1,1,450,1,1,3,New Donors
D04549,2,7,3150,49,1,3,New Donors
D04550,1,2,900,12,1,3,New Donors
D04551,1,1,450,1,1,3,New Donors
D04552,3,50,22500,120,1,4,Loyal
D04553,4,1,450,4,0,0,New Donors
D04554,0,9,4050,27,1,3,New Donors
D04555,3,2,900,6,1,3,New Donors
D04556,6,2,900,6,0,0,New Donors
D04557,0,2,900,12,1,3,New Donors
D04558,2,4,1800,20,1,3,New Donors
D04559,3,1,450,3,1,3,New Donors
D04560,2,8,3600,24,1,3,New Donors
D04561,5,1,450,5,0,0,New Donors
D04562,1,2,900,10,1,3,New Donors
D04563,1,7,3150,21,1,3,New Donors
D04564,1,2,900,12,1,3,New Donors
D04565,3,2,900,10,1,3,New Donors
D04566,2,1,450,2,1,3,New Donors
D04567,2,1,450,2,1,3,New Donors
D04568,1,4,1800,28,1,3,New Donors
D04569,1,1,450,1,1,3,New Donors
D04570,1,4,1800,12,1,3,New Donors
D04571,2,2,900,8,1,3,New Donors
D04572,3,1,450,3,1,3,New Donors
D04573,3,2,900,8,1,3,New Donors
D04574,5,2,900,8,0,0,New Donors
D04575,4,1,450,4,0,0,New Donors
D04576,2,12,5400,36,1,2,Loyal
D04577,18,3,1350,18,0,1,At Risk
D04578,10,2,900,10,0,0,New Donors
D04579,2,1,450,2,1,3,New Donors
D04580,4,1,450,4,0,0,New Donors
D04581,4,2,900,6,0,0,New Donors
D04582,0,1,450,0,1,3,New Donors
D04583,1,5,2250,20,1,3,New Donors
D04584,9,2,900,14,0,0,New Donors
D04585,8,2,900,8,0,0,New Donors
D04586,4,1,450,4,0,0,New Donors
D04587,1,7,3150,21,1,3,New Donors
D04588,0,1,450,0,1,3,New Donors
D04589,2,5,2250,30,1,3,New Donors
D04590,6,4,1800,24,0,0,New Donors
D04591,5,1,450,5,0,0,New Donors
D04592,12,18,8100,54,0,2,Loyal
D04593,12,3,1350,15,0,1,At Risk
D04594,1,1,450,1,1,3,New Donors
D04595,4,2,900,10,0,0,New Donors
D04596,0,3,1350,21,1,3,New Donors
D04597,2,1,450,2,1,3,New Donors
D04598,3,2,900,8,1,3,New Donors
D04599,0,2,900,10,1,3,New Donors
D04600,2,12,5400,72,1,2,Loyal
D04601,3,2,900,10,1,3,New Donors
D04602,0,1,450,0,1,3,New Donors
D04603,1,3,1350,12,1,3,New Donors
D04604,2,2,900,12,1,3,New Donors
D04605,17,11,4950,33,0,1,At Risk
D04606,22,50,22500,120,0,4,Loyal
D04607,3,1,450,3,1,3,New Donors
D04608,2,2,900,8,1,3,New Donors
D04609,5,4,1800,24,0,0,New Donors
D04610,2,1,450,2,1,3,New Donors
D04611,2,1,450,2,1,3,New Donors
D04612,5,2,900,12,0,0,New Donors
D04613,1,2,900,8,1,3,New Donors
D04614,5,2,900,8,0,0,New Donors
D04615,20,19,8550,120,0,1,At Risk
D04616,0,5,2250,20,1,3,New Donors
D04617,4,3,1350,21,0,0,New Donors
D04618,3,11,4950,33,1,2,Loyal
D04619,2,1,450,2,1,3,New Donors
D04620,10,4,1800,20,0,0,New Donors
D04621,1,3,1350,18,1,3,New Donors
D04622,4,1,450,4,0,0,New Donors
D04623,0,3,1350,21,1,3,New Donors
D04624,6,10,4500,50,0,2,Loyal
D04625,2,1,450,2,1,3,New Donors
D04626,3,2,900,8,1,3,New Donors
D04627,13,7,3150,42,0,1,At Risk
D04628,5,5,2250,35,0,0,New Donors
D04629,7,6,2700,24,0,0,New Donors
D04630,0,2,900,10,1,3,New Donors
D04631,4,1,450,4,0,0,New Donors
D04632,4,1,450,4,0,0,New Donors
D04633,2,2,900,8,1,3,New Donors
D04634,0,2,900,12,1,3,New Donors
D04635,2,1,450,2,1,3,New Donors
D04636,0,1,450,0,1,3,New Donors
D04637,4,1,450,4,0,0,New Donors
D04638,1,2,900,8,1,3,New Donors
D04639,0,50,22500,120,1,4,Loyal
D04640,10,3,1350,18,0,0,New Donors
D04641,0,1,450,0,1,3,New Donors
D04642,4,1,450,4,0,0,New Donors
D04643,4,1,450,4,0,0,New Donors
D04644,2,2,900,8,1,3,New Donors
D04645,2,1,450,2,1,3,New Donors
D04646,11,2,900,14,0,1,At Risk
D04647,8,3,1350,21,0,0,New Donors
D04648,8,2,900,8,0,0,New Donors
D04649,7,11,4950,55,0,2,Loyal
D04650,2,7,3150,49,1,3,New Donors
D04651,4,1,450,4,0,0,New Donors
D04652,7,5,2250,30,0,0,New Donors
D04653,1,5,2250,15,1,3,New Donors
D04654,3,3,1350,15,1,3,New Donors
D04655,14,3,1350,21,0,1,At Risk
D04656,2,1,450,2,1,3,New Donors
D04657,13,4,1800,24,0,1,At Risk
D04658,0,5,2250,15,1,3,New Donors
D04659,8,7,3150,21,0,0,New Donors
D04660,4,1,450,4,0,0,New Donors
D04661,1,4,1800,12,1,3,New Donors
D04662,2,1,450,2,1,3,New Donors
D04663,7,2,900,14,0,0,New Donors
D04664,3,4,1800,20,1,3,New Donors
D04665,4,1,450,4,0,0,New Donors
D04666,5,6,2700,24,0,0,New Donors
D04667,4,2,900,6,0,0,New Donors
D04668,4,10,4500,40,0,2,Loyal
D04669,3,1,450,3,1,3,New Donors
D04670,6,2,900,6,0,0,New Donors
D04671,6,10,4500,50,0,2,Loyal
D04672,3,3,1350,9,1,3,New Donors
D04673,1,10,4500,70,1,2,Loyal
D04674,1,1,450,1,1,3,New Donors
D04675,6,2,900,6,0,0,New Donors
D04676,6,4,1800,24,0,0,New Donors
D04677,7,3,1350,15,0,0,New Donors
D04678,0,8,3600,40,1,3,New Donors
D04679,4,1,450,4,0,0,New Donors
D04680,2,1,450,2,1,3,New Donors
D04681,0,1,450,0,1,3,New Donors
D04682,6,6,2700,18,0,0,New Donors
D04683,0,2,900,12,1,3,New Donors
D04684,14,2,900,14,0,1,At Risk
D04685,3,1,450,3,1,3,New Donors
D04686,0,1,450,0,1,3,New Donors
D04687,8,6,2700,36,0,0,New Donors
D04688,2,1,450,2,1,3,New Donors
D04689,12,7,3150,28,0,1,At Risk
D04690,3,1,450,3,1,3,New Donors
D04691,3,2,900,14,1,3,New Donors
D04692,4,2,900,10,0,0,New Donors
D04693,5,1,450,5,0,0,New Donors
D04694,6,2,900,12,0,0,New Donors
D04695,3,1,450,3,1,3,New Donors
D04696,4,3,1350,15,0,0,New Donors
D04697,12,2,900,12,0,1,At Risk
D04698,13,8,3600,56,0,1,At Risk
D04699,10,2,900,10,0,0,New Donors
D04700,10,2,900,10,0,0,New Donors
D04701,0,2,900,6,1,3,New Donors
D04702,3,2,900,12,1,3,New Donors
D04703,1,4,1800,12,1,3,New Donors
D04704,3,2,900,8,1,3,New Donors
D04705,3,1,450,3,1,3,New Donors
D04706,3,1,450,3,1,3,New Donors
D04707,5,11,4950,77,0,2,Loyal
D04708,5,1,450,5,0,0,New Donors
D04709,0,3,1350,9,1,3,New Donors
D04710,4,2,900,6,0,0,New Donors
D04711,0,50,22500,120,1,4,Loyal
D04712,3,1,450,3,1,3,New Donors
D04713,5,1,450,5,0,0,New Donors
D04714,0,10,4500,70,1,2,Loyal
D04715,12,2,900,12,0,1,At Risk
D04716,0,1,450,0,1,3,New Donors
D04717,2,1,450,2,1,3,New Donors
D04718,3,1,450,3,1,3,New Donors
D04719,2,2,900,14,1,3,New Donors
D04720,3,2,900,8,1,3,New Donors
D04721,4,3,1350,21,0,0,New Donors
D04722,0,2,900,8,1,3,New Donors
D04723,6,2,900,6,0,0,New Donors
D04724,6,3,1350,21,0,0,New Donors
D04725,3,1,450,3,1,3,New Donors
D04726,0,1,450,0,1,3,New Donors
D04727,5,4,1800,28,0,0,New Donors
D04728,8,2,900,14,0,0,New Donors
D04729,0,2,900,10,1,3,New Donors
D04730,2,2,900,8,1,3,New Donors
D04731,1,1,450,1,1,3,New Donors
D04732,6,2,900,6,0,0,New Donors
D04733,0,3,1350,21,1,3,New Donors
D04734,2,1,450,2,1,3,New Donors
D04735,0,6,2700,18,1,3,New Donors
D04736,2,8,3600,56,1,3,New Donors
D04737,2,2,900,12,1,3,New Donors
D04738,8,2,900,8,0,0,New Donors
D04739,6,2,900,6,0,0,New Donors
D04740,2,2,900,14,1,3,New Donors
D04741,0,1,450,0,1,3,New Donors
D04742,3,1,450,3,1,3,New Donors
D04743,2,2,900,8,1,3,New Donors
D04744,10,2,900,10,0,0,New Donors
D04745,0,2,900,10,1,3,New Donors
D04746,5,2,900,8,0,0,New Donors
D04747,2,5,2250,25,1,3,New Donors
D04748,1,1,450,1,1,3,New Donors
D04749,4,1,450,4,0,0,New Donors
D04750,2,1,450,2,1,3,New Donors
D04751,13,10,4500,50,0,1,At Risk
D04752,0,1,450,0,1,3,New Donors
D04753,1,2,900,6,1,3,New Donors
D04754,16,4,1800,16,0,1,At Risk
D04755,4,8,3600,56,0,0,New Donors
D04756,4,2,900,10,0,0,New Donors
D04757,4,2,900,8,0,0,New Donors
D04758,6,2,900,6,0,0,New Donors
D04759,5,2,900,10,0,0,New Donors
D04760,1,1,450,1,1,3,New Donors
D04761,0,2,900,12,1,3,New Donors
D04762,2,1,450,2,1,3,New Donors
D04763,3,3,1350,15,1,3,New Donors
D04764,9,4,1800,16,0,0,New Donors
D04765,3,5,2250,30,1,3,New Donors
D04766,2,1,450,2,1,3,New Donors
D04767,3,3,1350,15,1,3,New Donors
D04768,0,2,900,12,1,3,New Donors
D04769,3,1,450,3,1,3,New Donors
D04770,4,15,6750,45,0,2,Loyal
D04771,5,3,1350,12,0,0,New Donors
D04772,3,10,4500,70,1,2,Loyal
D04773,0,4,1800,28,1,3,New Donors
D04774,5,1,450,5,0,0,New Donors
D04775,5,4,1800,12,0,0,New Donors
D04776,0,1,450,0,1,3,New Donors
D04777,15,4,1800,24,0,1,At Risk
D04778,4,1,450,4,0,0,New Donors
D04779,0,2,900,10,1,3,New Donors
D04780,4,1,450,4,0,0,New Donors
D04781,4,50,22500,120,0,4,Loyal
D04782,2,2,900,10,1,3,New Donors
D04783,5,1,450,5,0,0,New Donors
D04784,2,1,450,2,1,3,New Donors
D04785,4,3,1350,12,0,0,New Donors
D04786,5,3,1350,9,0,0,New Donors
D04787,3,14,6300,70,1,2,Loyal
D04788,11,5,2250,30,0,1,At Risk
D04789,1,5,2250,35,1,3,New Donors
D04790,5,6,2700,24,0,0,New Donors
D04791,3,1,450,3,1,3,New Donors
D04792,6,11,4950,44,0,2,Loyal
D04793,3,6,2700,42,1,3,New Donors
D04794,3,2,900,6,1,3,New Donors
D04795,1,1,450,1,1,3,New Donors
D04796,1,1,450,1,1,3,New Donors
D04797,9,10,4500,60,0,2,Loyal
D04798,8,2,900,8,0,0,New Donors
D04799,3,2,900,12,1,3,New Donors
D04800,8,3,1350,15,0,0,New Donors
D04801,2,10,4500,70,1,2,Loyal
D04802,16,10,4500,40,0,1,At Risk
D04803,8,3,1350,21,0,0,New Donors
D04804,2,6,2700,24,1,3,New Donors
D04805,10,13,5850,39,0,2,Loyal
D04806,1,1,450,1,1,3,New Donors
D04807,0,4,1800,24,1,3,New Donors
D04808,4,1,450,4,0,0,New Donors
D04809,2,2,900,14,1,3,New Donors
D04810,10,31,13950,120,0,4,Loyal
D04811,0,4,1800,24,1,3,New Donors
D04812,1,1,450,1,1,3,New Donors
D04813,12,4,1800,12,0,1,At Risk
D04814,3,1,450,3,1,3,New Donors
D04815,0,3,1350,15,1,3,New Donors
D04816,1,2,900,6,1,3,New Donors
D04817,2,1,450,2,1,3,New Donors
D04818,7,3,1350,21,0,0,New Donors
D04819,3,3,1350,21,1,3,New Donors
D04820,11,4,1800,16,0,1,At Risk
D04821,4,8,3600,24,0,0,New Donors
D04822,0,1,450,0,1,3,New Donors
D04823,1,1,450,1,1,3,New Donors
D04824,1,2,900,8,1,3,New Donors
D04825,2,2,900,8,1,3,New Donors
D04826,2,3,1350,15,1,3,New Donors
D04827,2,14,6300,56,1,2,Loyal
D04828,1,2,900,12,1,3,New Donors
D04829,0,3,1350,15,1,3,New Donors
D04830,12,4,1800,12,0,1,At Risk
D04831,11,29,13050,120,0,4,Loyal
D04832,8,2,900,8,0,0,New Donors
D04833,6,2,900,6,0,0,New Donors
D04834,0,3,1350,15,1,3,New Donors
D04835,2,2,900,10,1,3,New Donors
D04836,5,10,4500,50,0,2,Loyal
D04837,2,4,1800,16,1,3,New Donors
D04838,1,3,1350,9,1,3,New Donors
D04839,1,3,1350,21,1,3,New Donors
D04840,14,2,900,14,0,1,At Risk
D04841,1,4,1800,20,1,3,New Donors
D04842,7,3,1350,9,0,0,New Donors
D04843,16,4,1800,16,0,1,At Risk
D04844,5,2,900,10,0,0,New Donors
D04845,7,2,900,8,0,0,New Donors
D04846,4,1,450,4,0,0,New Donors
D04847,1,3,1350,18,1,3,New Donors
D04848,0,3,1350,21,1,3,New Donors
D04849,1,1,450,1,1,3,New Donors
D04850,4,2,900,10,0,0,New Donors
D04851,4,1,450,4,0,0,New Donors
D04852,0,2,900,12,1,3,New Donors
D04853,10,4,1800,28,0,0,New Donors
D04854,4,7,3150,42,0,0,New Donors
D04855,4,1,450,4,0,0,New Donors
D04856,0,4,1800,20,1,3,New Donors
D04857,0,1,450,0,1,3,New Donors
D04858,0,1,450,0,1,3,New Donors
D04859,5,4,1800,20,0,0,New Donors
D04860,4,3,1350,9,0,0,New Donors
D04861,10,15,6750,105,0,2,Loyal
D04862,3,1,450,3,1,3,New Donors
D04863,8,5,2250,20,0,0,New Donors
D04864,2,6,2700,42,1,3,New Donors
D04865,1,1,450,1,1,3,New Donors
D04866,5,1,450,5,0,0,New Donors
D04867,2,2,900,6,1,3,New Donors
D04868,0,5,2250,20,1,3,New Donors
D04869,2,1,450,2,1,3,New Donors
D04870,5,1,450,5,0,0,New Donors
D04871,8,2,900,8,0,0,New Donors
D04872,1,3,1350,12,1,3,New Donors
D04873,1,2,900,12,1,3,New Donors
D04874,0,1,450,0,1,3,New Donors
D04875,4,1,450,4,0,0,New Donors
D04876,2,1,450,2,1,3,New Donors
D04877,1,3,1350,12,1,3,New Donors
D04878,7,11,4950,66,0,2,Loyal
D04879,2,1,450,2,1,3,New Donors
D04880,2,1,450,2,1,3,New Donors
D04881,2,2,900,8,1,3,New Donors
D04882,2,8,3600,56,1,3,New Donors
D04883,5,1,450,5,0,0,New Donors
D04884,4,36,16200,108,0,4,Loyal
D04885,8,2,900,8,0,0,New Donors
D04886,1,1,450,1,1,3,New Donors
D04887,2,2,900,8,1,3,New Donors
D04888,5,1,450,5,0,0,New Donors
D04889,2,2,900,14,1,3,New Donors
D04890,11,3,1350,21,0,1,At Risk
D04891,2,3,1350,15,1,3,New Donors
D04892,0,2,900,6,1,3,New Donors
D04893,8,12,5400,60,0,2,Loyal
D04894,11,2,900,12,0,1,At Risk
D04895,1,3,1350,18,1,3,New Donors
D04896,0,3,1350,21,1,3,New Donors
D04897,6,3,1350,9,0,0,New Donors
D04898,5,3,1350,15,0,0,New Donors
D04899,1,1,450,1,1,3,New Donors
D04900,1,1,450,1,1,3,New Donors
D04901,1,2,900,6,1,3,New Donors
D04902,1,3,1350,12,1,3,New Donors
D04903,5,1,450,5,0,0,New Donors
D04904,5,1,450,5,0,0,New Donors
D04905,1,1,450,1,1,3,New Donors
D04906,11,7,3150,28,0,1,At Risk
D04907,1,2,900,8,1,3,New Donors
D04908,3,6,2700,36,1,3,New Donors
D04909,9,5,2250,30,0,0,New Donors
D04910,3,1,450,3,1,3,New Donors
D04911,6,3,1350,12,0,0,New Donors
D04912,1,3,1350,15,1,3,New Donors
D04913,5,1,450,5,0,0,New Donors
D04914,5,1,450,5,0,0,New Donors
D04915,0,1,450,0,1,3,New Donors
D04916,7,3,1350,18,0,0,New Donors
D04917,14,2,900,14,0,1,At Risk
D04918,3,5,2250,15,1,3,New Donors
D04919,0,1,450,0,1,3,New Donors
D04920,8,7,3150,35,0,0,New Donors
D04921,10,4,1800,20,0,0,New Donors
D04922,5,3,1350,18,0,0,New Donors
D04923,2,1,450,2,1,3,New Donors
D04924,0,3,1350,9,1,3,New Donors
D04925,0,4,1800,24,1,3,New Donors
D04926,9,2,900,10,0,0,New Donors
D04927,6,2,900,6,0,0,New Donors
D04928,6,18,8100,54,0,2,Loyal
D04929,1,3,1350,12,1,3,New Donors
D04930,6,2,900,6,0,0,New Donors
D04931,4,13,5850,65,0,2,Loyal
D04932,4,3,1350,12,0,0,New Donors
D04933,5,1,450,5,0,0,New Donors
D04934,0,5,2250,30,1,3,New Donors
D04935,9,4,1800,16,0,0,New Donors
D04936,1,8,3600,56,1,3,New Donors
D04937,2,9,4050,63,1,2,Loyal
D04938,0,3,1350,15,1,3,New Donors
D04939,4,2,900,14,0,0,New Donors
D04940,0,1,450,0,1,3,New Donors
D04941,1,3,1350,18,1,3,New Donors
D04942,3,3,1350,21,1,3,New Donors
D04943,3,1,450,3,1,3,New Donors
