date,component,blood_type,demand_units,day_of_week,month,is_weekend,is_holiday_season
2022-02-23,Platelets,B+,5,2,2,0,0
2022-02-23,Platelets,AB+,1,2,2,0,0
2022-02-23,Platelets,O-,2,2,2,0,0
2022-02-23,Platelets,A-,1,2,2,0,0
2022-02-23,Platelets,B-,1,2,2,0,0
2022-02-23,Platelets,AB-,1,2,2,0,0
2022-02-23,Fresh Frozen Plasma,O+,13,2,2,0,0
2022-02-23,Fresh Frozen Plasma,A+,9,2,2,0,0
2022-02-23,Fresh Frozen Plasma,B+,9,2,2,0,0
2022-02-23,Fresh Frozen Plasma,AB+,2,2,2,0,0
2022-02-23,Fresh Frozen Plasma,O-,1,2,2,0,0
2022-02-23,Fresh Frozen Plasma,A-,1,2,2,0,0
2022-02-23,Fresh Frozen Plasma,B-,1,2,2,0,0
2022-02-23,Fresh Frozen Plasma,AB-,1,2,2,0,0
2022-02-23,Cryoprecipitate,O+,3,2,2,0,0
2022-02-23,Cryoprecipitate,A+,3,2,2,0,0
2022-02-23,Cryoprecipitate,B+,2,2,2,0,0
2022-02-23,Cryoprecipitate,AB+,1,2,2,0,0
2022-02-23,Cryoprecipitate,O-,1,2,2,0,0
2022-02-23,Cryoprecipitate,A-,1,2,2,0,0
2022-02-23,Cryoprecipitate,B-,1,2,2,0,0
2022-02-23,Cryoprecipitate,AB-,1,2,2,0,0
2022-02-24,Packed RBC,O+,41,3,2,0,0
2022-02-24,Packed RBC,A+,29,3,2,0,0
2022-02-24,Packed RBC,B+,20,3,2,0,0
2022-02-24,Packed RBC,AB+,6,3,2,0,0
2022-02-24,Packed RBC,O-,6,3,2,0,0
2022-02-24,Packed RBC,A-,3,3,2,0,0
2022-02-24,Packed RBC,B-,2,3,2,0,0
2022-02-24,Packed RBC,AB-,2,3,2,0,0
2022-02-24,Platelets,O+,13,3,2,0,0
2022-02-24,Platelets,A+,9,3,2,0,0
2022-02-24,Platelets,B+,8,3,2,0,0
2022-02-24,Platelets,AB+,3,3,2,0,0
2022-02-24,Platelets,O-,2,3,2,0,0
2022-02-24,Platelets,A-,1,3,2,0,0
2022-02-24,Platelets,B-,1,3,2,0,0
2022-02-24,Platelets,AB-,1,3,2,0,0
2022-02-24,Fresh Frozen Plasma,O+,7,3,2,0,0
2022-02-24,Fresh Frozen Plasma,A+,7,3,2,0,0
2022-02-24,Fresh Frozen Plasma,B+,4,3,2,0,0
2022-02-24,Fresh Frozen Plasma,AB+,2,3,2,0,0
2022-02-24,Fresh Frozen Plasma,O-,1,3,2,0,0
2022-02-24,Fresh Frozen Plasma,A-,2,3,2,0,0
2022-02-24,Fresh Frozen Plasma,B-,1,3,2,0,0
2022-02-24,Fresh Frozen Plasma,AB-,1,3,2,0,0
2022-02-24,Cryoprecipitate,O+,4,3,2,0,0
2022-02-24,Cryoprecipitate,A+,2,3,2,0,0
2022-02-24,Cryoprecipitate,B+,1,3,2,0,0
2022-02-24,Cryoprecipitate,AB+,1,3,2,0,0
2022-02-24,Cryoprecipitate,O-,1,3,2,0,0
2022-02-24,Cryoprecipitate,A-,1,3,2,0,0
2022-02-24,Cryoprecipitate,B-,1,3,2,0,0
2022-02-24,Cryoprecipitate,AB-,1,3,2,0,0
2022-02-25,Packed RBC,O+,36,4,2,0,0
2022-02-25,Packed RBC,A+,28,4,2,0,0
2022-02-25,Packed RBC,B+,18,4,2,0,0
2022-02-25,Packed RBC,AB+,4,4,2,0,0
2022-02-25,Packed RBC,O-,5,4,2,0,0
2022-02-25,Packed RBC,A-,2,4,2,0,0
2022-02-25,Packed RBC,B-,1,4,2,0,0
2022-02-25,Packed RBC,AB-,1,4,2,0,0
2022-02-25,Platelets,O+,8,4,2,0,0
2022-02-25,Platelets,A+,8,4,2,0,0
2022-02-25,Platelets,B+,5,4,2,0,0
2022-02-25,Platelets,AB+,1,4,2,0,0
2022-02-25,Platelets,O-,1,4,2,0,0
2022-02-25,Platelets,A-,2,4,2,0,0
2022-02-25,Platelets,B-,1,4,2,0,0
2022-02-25,Platelets,AB-,1,4,2,0,0
2022-02-25,Fresh Frozen Plasma,O+,13,4,2,0,0
2022-02-25,Fresh Frozen Plasma,A+,9,4,2,0,0
2022-02-25,Fresh Frozen Plasma,B+,7,4,2,0,0
2022-02-25,Fresh Frozen Plasma,AB+,1,4,2,0,0
2022-02-25,Fresh Frozen Plasma,O-,3,4,2,0,0
2022-02-25,Fresh Frozen Plasma,A-,1,4,2,0,0
2022-02-25,Fresh Frozen Plasma,B-,1,4,2,0,0
2022-02-25,Fresh Frozen Plasma,AB-,1,4,2,0,0
2022-02-25,Cryoprecipitate,O+,5,4,2,0,0
2022-02-25,Cryoprecipitate,A+,2,4,2,0,0
2022-02-25,Cryoprecipitate,B+,3,4,2,0,0
2022-02-25,Cryoprecipitate,AB+,1,4,2,0,0
2022-02-25,Cryoprecipitate,O-,1,4,2,0,0
2022-02-25,Cryoprecipitate,A-,1,4,2,0,0
2022-02-25,Cryoprecipitate,B-,1,4,2,0,0
2022-02-25,Cryoprecipitate,AB-,1,4,2,0,0
2022-02-26,Packed RBC,O+,21,5,2,1,0
2022-02-26,Packed RBC,A+,15,5,2,1,0
2022-02-26,Packed RBC,B+,11,5,2,1,0
2022-02-26,Packed RBC,AB+,2,5,2,1,0
2022-02-26,Packed RBC,O-,4,5,2,1,0
2022-02-26,Packed RBC,A-,1,5,2,1,0
2022-02-26,Packed RBC,B-,1,5,2,1,0
2022-02-26,Packed RBC,AB-,1,5,2,1,0
2022-02-26,Platelets,O+,8,5,2,1,0
2022-02-26,Platelets,A+,7,5,2,1,0
2022-02-26,Platelets,B+,3,5,2,1,0
2022-02-26,Platelets,AB+,1,5,2,1,0
2022-02-26,Platelets,O-,1,5,2,1,0
2022-02-26,Platelets,A-,1,5,2,1,0
2022-02-26,Platelets,B-,1,5,2,1,0
2022-02-26,Platelets,AB-,1,5,2,1,0
2022-02-26,Fresh Frozen Plasma,O+,4,5,2,1,0
2022-02-26,Fresh Frozen Plasma,A+,6,5,2,1,0
2022-02-26,Fresh Frozen Plasma,B+,4,5,2,1,0
2022-02-26,Fresh Frozen Plasma,AB+,1,5,2,1,0
2022-02-26,Fresh Frozen Plasma,O-,1,5,2,1,0
2022-02-26,Fresh Frozen Plasma,A-,1,5,2,1,0
2022-02-26,Fresh Frozen Plasma,B-,1,5,2,1,0
2022-02-26,Fresh Frozen Plasma,AB-,1,5,2,1,0
2022-02-26,Cryoprecipitate,O+,4,5,2,1,0
2022-02-26,Cryoprecipitate,A+,3,5,2,1,0
2022-02-26,Cryoprecipitate,B+,3,5,2,1,0
2022-02-26,Cryoprecipitate,AB+,1,5,2,1,0
2022-02-26,Cryoprecipitate,O-,1,5,2,1,0
2022-02-26,Cryoprecipitate,A-,1,5,2,1,0
2022-02-26,Cryoprecipitate,B-,1,5,2,1,0
2022-02-26,Cryoprecipitate,AB-,1,5,2,1,0
2022-02-27,Packed RBC,O+,24,6,2,1,0
2022-02-27,Packed RBC,A+,16,6,2,1,0
2022-02-27,Packed RBC,B+,13,6,2,1,0
2022-02-27,Packed RBC,AB+,3,6,2,1,0
2022-02-27,Packed RBC,O-,2,6,2,1,0
2022-02-27,Packed RBC,A-,3,6,2,1,0
2022-02-27,Packed RBC,B-,1,6,2,1,0
2022-02-27,Packed RBC,AB-,1,6,2,1,0
2022-02-27,Platelets,O+,8,6,2,1,0
2022-02-27,Platelets,A+,6,6,2,1,0
2022-02-27,Platelets,B+,5,6,2,1,0
2022-02-27,Platelets,AB+,1,6,2,1,0
2022-02-27,Platelets,O-,1,6,2,1,0
2022-02-27,Platelets,A-,1,6,2,1,0
2022-02-27,Platelets,B-,1,6,2,1,0
2022-02-27,Platelets,AB-,1,6,2,1,0
2022-02-27,Fresh Frozen Plasma,O+,5,6,2,1,0
2022-02-27,Fresh Frozen Plasma,A+,6,6,2,1,0
2022-02-27,Fresh Frozen Plasma,B+,2,6,2,1,0
2022-02-27,Fresh Frozen Plasma,AB+,1,6,2,1,0
2022-02-27,Fresh Frozen Plasma,O-,1,6,2,1,0
2022-02-27,Fresh Frozen Plasma,A-,1,6,2,1,0
2022-02-27,Fresh Frozen Plasma,B-,1,6,2,1,0
2022-02-27,Fresh Frozen Plasma,AB-,1,6,2,1,0
2022-02-27,Cryoprecipitate,O+,2,6,2,1,0
2022-02-27,Cryoprecipitate,A+,2,6,2,1,0
2022-02-27,Cryoprecipitate,B+,1,6,2,1,0
2022-02-27,Cryoprecipitate,AB+,1,6,2,1,0
2022-02-27,Cryoprecipitate,O-,1,6,2,1,0
2022-02-27,Cryoprecipitate,A-,1,6,2,1,0
2022-02-27,Cryoprecipitate,B-,1,6,2,1,0
2022-02-27,Cryoprecipitate,AB-,1,6,2,1,0
2022-02-28,Packed RBC,O+,45,0,2,0,0
2022-02-28,Packed RBC,A+,34,0,2,0,0
2022-02-28,Packed RBC,B+,23,0,2,0,0
2022-02-28,Packed RBC,AB+,6,0,2,0,0
2022-02-28,Packed RBC,O-,7,0,2,0,0
2022-02-28,Packed RBC,A-,4,0,2,0,0
2022-02-28,Packed RBC,B-,2,0,2,0,0
2022-02-28,Packed RBC,AB-,1,0,2,0,0
2022-02-28,Platelets,O+,9,0,2,0,0
2022-02-28,Platelets,A+,6,0,2,0,0
2022-02-28,Platelets,B+,5,0,2,0,0
2022-02-28,Platelets,AB+,1,0,2,0,0
2022-02-28,Platelets,O-,1,0,2,0,0
2022-02-28,Platelets,A-,1,0,2,0,0
2022-02-28,Platelets,B-,1,0,2,0,0
2022-02-28,Platelets,AB-,1,0,2,0,0
2022-02-28,Fresh Frozen Plasma,O+,11,0,2,0,0
2022-02-28,Fresh Frozen Plasma,A+,8,0,2,0,0
2022-02-28,Fresh Frozen Plasma,B+,6,0,2,0,0
2022-02-28,Fresh Frozen Plasma,AB+,1,0,2,0,0
2022-02-28,Fresh Frozen Plasma,O-,1,0,2,0,0
2022-02-28,Fresh Frozen Plasma,A-,1,0,2,0,0
2022-02-28,Fresh Frozen Plasma,B-,1,0,2,0,0
2022-02-28,Fresh Frozen Plasma,AB-,1,0,2,0,0
2022-02-28,Cryoprecipitate,O+,3,0,2,0,0
2022-02-28,Cryoprecipitate,A+,1,0,2,0,0
2022-02-28,Cryoprecipitate,B+,2,0,2,0,0
2022-02-28,Cryoprecipitate,AB+,1,0,2,0,0
2022-02-28,Cryoprecipitate,O-,1,0,2,0,0
2022-02-28,Cryoprecipitate,A-,1,0,2,0,0
2022-02-28,Cryoprecipitate,B-,1,0,2,0,0
2022-02-28,Cryoprecipitate,AB-,1,0,2,0,0
2022-03-01,Packed RBC,O+,35,1,3,0,0
2022-03-01,Packed RBC,A+,27,1,3,0,0
2022-03-01,Packed RBC,B+,19,1,3,0,0
2022-03-01,Packed RBC,AB+,4,1,3,0,0
2022-03-01,Packed RBC,O-,5,1,3,0,0
2022-03-01,Packed RBC,A-,2,1,3,0,0
2022-03-01,Packed RBC,B-,1,1,3,0,0
2022-03-01,Packed RBC,AB-,1,1,3,0,0
2022-03-01,Platelets,O+,12,1,3,0,0
2022-03-01,Platelets,A+,8,1,3,0,0
2022-03-01,Platelets,B+,5,1,3,0,0
2022-03-01,Platelets,AB+,2,1,3,0,0
2022-03-01,Platelets,O-,1,1,3,0,0
2022-03-01,Platelets,A-,1,1,3,0,0
2022-03-01,Platelets,B-,2,1,3,0,0
2022-03-01,Platelets,AB-,1,1,3,0,0
2022-03-01,Fresh Frozen Plasma,O+,10,1,3,0,0
2022-03-01,Fresh Frozen Plasma,A+,8,1,3,0,0
2022-03-01,Fresh Frozen Plasma,B+,4,1,3,0,0
2022-03-01,Fresh Frozen Plasma,AB+,1,1,3,0,0
2022-03-01,Fresh Frozen Plasma,O-,2,1,3,0,0
2022-03-01,Fresh Frozen Plasma,A-,1,1,3,0,0
2022-03-01,Fresh Frozen Plasma,B-,1,1,3,0,0
2022-03-01,Fresh Frozen Plasma,AB-,1,1,3,0,0
2022-03-01,Cryoprecipitate,O+,3,1,3,0,0
2022-03-01,Cryoprecipitate,A+,1,1,3,0,0
2022-03-01,Cryoprecipitate,B+,2,1,3,0,0
2022-03-01,Cryoprecipitate,AB+,1,1,3,0,0
2022-03-01,Cryoprecipitate,O-,1,1,3,0,0
2022-03-01,Cryoprecipitate,A-,1,1,3,0,0
2022-03-01,Cryoprecipitate,B-,1,1,3,0,0
2022-03-01,Cryoprecipitate,AB-,1,1,3,0,0
2022-03-02,Packed RBC,O+,27,2,3,0,0
2022-03-02,Packed RBC,A+,21,2,3,0,0
2022-03-02,Packed RBC,B+,15,2,3,0,0
2022-03-02,Packed RBC,AB+,4,2,3,0,0
2022-03-02,Packed RBC,O-,3,2,3,0,0
2022-03-02,Packed RBC,A-,1,2,3,0,0
2022-03-02,Packed RBC,B-,1,2,3,0,0
2022-03-02,Packed RBC,AB-,1,2,3,0,0
2022-03-02,Platelets,O+,10,2,3,0,0
2022-03-02,Platelets,A+,7,2,3,0,0
2022-03-02,Platelets,B+,4,2,3,0,0
2022-03-02,Platelets,AB+,2,2,3,0,0
2022-03-02,Platelets,O-,1,2,3,0,0
2022-03-02,Platelets,A-,1,2,3,0,0
2022-03-02,Platelets,B-,1,2,3,0,0
2022-03-02,Platelets,AB-,3,2,3,0,0
2022-03-02,Fresh Frozen Plasma,O+,8,2,3,0,0
2022-03-02,Fresh Frozen Plasma,A+,7,2,3,0,0
2022-03-02,Fresh Frozen Plasma,B+,5,2,3,0,0
2022-03-02,Fresh Frozen Plasma,AB+,3,2,3,0,0
2022-03-02,Fresh Frozen Plasma,O-,2,2,3,0,0
2022-03-02,Fresh Frozen Plasma,A-,1,2,3,0,0
2022-03-02,Fresh Frozen Plasma,B-,1,2,3,0,0
2022-03-02,Fresh Frozen Plasma,AB-,1,2,3,0,0
2022-03-02,Cryoprecipitate,O+,2,2,3,0,0
2022-03-02,Cryoprecipitate,A+,3,2,3,0,0
2022-03-02,Cryoprecipitate,B+,1,2,3,0,0
2022-03-02,Cryoprecipitate,AB+,1,2,3,0,0
2022-03-02,Cryoprecipitate,O-,1,2,3,0,0
2022-03-02,Cryoprecipitate,A-,1,2,3,0,0
2022-03-02,Cryoprecipitate,B-,1,2,3,0,0
2022-03-02,Cryoprecipitate,AB-,1,2,3,0,0
2022-03-03,Packed RBC,O+,31,3,3,0,0
2022-03-03,Packed RBC,A+,23,3,3,0,0
2022-03-03,Packed RBC,B+,15,3,3,0,0
2022-03-03,Packed RBC,AB+,2,3,3,0,0
2022-03-03,Packed RBC,O-,3,3,3,0,0
2022-03-03,Packed RBC,A-,3,3,3,0,0
2022-03-03,Packed RBC,B-,1,3,3,0,0
2022-03-03,Packed RBC,AB-,1,3,3,0,0
2022-03-03,Platelets,O+,11,3,3,0,0
2022-03-03,Platelets,A+,9,3,3,0,0
2022-03-03,Platelets,B+,6,3,3,0,0
2022-03-03,Platelets,AB+,2,3,3,0,0
2022-03-03,Platelets,O-,3,3,3,0,0
2022-03-03,Platelets,A-,2,3,3,0,0
2022-03-03,Platelets,B-,1,3,3,0,0
2022-03-03,Platelets,AB-,1,3,3,0,0
2022-03-03,Fresh Frozen Plasma,O+,8,3,3,0,0
2022-03-03,Fresh Frozen Plasma,A+,6,3,3,0,0
2022-03-03,Fresh Frozen Plasma,B+,4,3,3,0,0
2022-03-03,Fresh Frozen Plasma,AB+,1,3,3,0,0
2022-03-03,Fresh Frozen Plasma,O-,1,3,3,0,0
2022-03-03,Fresh Frozen Plasma,A-,1,3,3,0,0
2022-03-03,Fresh Frozen Plasma,B-,2,3,3,0,0
2022-03-03,Fresh Frozen Plasma,AB-,1,3,3,0,0
2022-03-03,Cryoprecipitate,O+,2,3,3,0,0
2022-03-03,Cryoprecipitate,A+,2,3,3,0,0
2022-03-03,Cryoprecipitate,B+,2,3,3,0,0
2022-03-03,Cryoprecipitate,AB+,2,3,3,0,0
2022-03-03,Cryoprecipitate,O-,1,3,3,0,0
2022-03-03,Cryoprecipitate,A-,1,3,3,0,0
2022-03-03,Cryoprecipitate,B-,1,3,3,0,0
2022-03-03,Cryoprecipitate,AB-,1,3,3,0,0
2022-03-04,Packed RBC,O+,35,4,3,0,0
2022-03-04,Packed RBC,A+,25,4,3,0,0
2022-03-04,Packed RBC,B+,16,4,3,0,0
2022-03-04,Packed RBC,AB+,4,4,3,0,0
2022-03-04,Packed RBC,O-,6,4,3,0,0
2022-03-04,Packed RBC,A-,2,4,3,0,0
2022-03-04,Packed RBC,B-,1,4,3,0,0
2022-03-04,Packed RBC,AB-,1,4,3,0,0
2022-03-04,Platelets,O+,9,4,3,0,0
2022-03-04,Platelets,A+,7,4,3,0,0
2022-03-04,Platelets,B+,5,4,3,0,0
2022-03-04,Platelets,AB+,2,4,3,0,0
2022-03-04,Platelets,O-,1,4,3,0,0
2022-03-04,Platelets,A-,1,4,3,0,0
2022-03-04,Platelets,B-,1,4,3,0,0
2022-03-04,Platelets,AB-,1,4,3,0,0
2022-03-04,Fresh Frozen Plasma,O+,7,4,3,0,0
2022-03-04,Fresh Frozen Plasma,A+,6,4,3,0,0
2022-03-04,Fresh Frozen Plasma,B+,6,4,3,0,0
2022-03-04,Fresh Frozen Plasma,AB+,2,4,3,0,0
2022-03-04,Fresh Frozen Plasma,O-,1,4,3,0,0
2022-03-04,Fresh Frozen Plasma,A-,2,4,3,0,0
2022-03-04,Fresh Frozen Plasma,B-,1,4,3,0,0
2022-03-04,Fresh Frozen Plasma,AB-,1,4,3,0,0
2022-03-04,Cryoprecipitate,O+,2,4,3,0,0
2022-03-04,Cryoprecipitate,A+,2,4,3,0,0
2022-03-04,Cryoprecipitate,B+,3,4,3,0,0
2022-03-04,Cryoprecipitate,AB+,2,4,3,0,0
2022-03-04,Cryoprecipitate,O-,1,4,3,0,0
2022-03-04,Cryoprecipitate,A-,1,4,3,0,0
2022-03-04,Cryoprecipitate,B-,1,4,3,0,0
2022-03-04,Cryoprecipitate,AB-,1,4,3,0,0
2022-03-05,Packed RBC,O+,21,5,3,1,0
2022-03-05,Packed RBC,A+,17,5,3,1,0
2022-03-05,Packed RBC,B+,12,5,3,1,0
2022-03-05,Packed RBC,AB+,2,5,3,1,0
2022-03-05,Packed RBC,O-,3,5,3,1,0
2022-03-05,Packed RBC,A-,1,5,3,1,0
2022-03-05,Packed RBC,B-,1,5,3,1,0
2022-03-05,Packed RBC,AB-,2,5,3,1,0
2022-03-05,Platelets,O+,5,5,3,1,0
2022-03-05,Platelets,A+,6,5,3,1,0
2022-03-05,Platelets,B+,4,5,3,1,0
2022-03-05,Platelets,AB+,1,5,3,1,0
2022-03-05,Platelets,O-,1,5,3,1,0
2022-03-05,Platelets,A-,1,5,3,1,0
2022-03-05,Platelets,B-,1,5,3,1,0
2022-03-05,Platelets,AB-,1,5,3,1,0
2022-03-05,Fresh Frozen Plasma,O+,7,5,3,1,0
2022-03-05,Fresh Frozen Plasma,A+,8,5,3,1,0
2022-03-05,Fresh Frozen Plasma,B+,3,5,3,1,0
2022-03-05,Fresh Frozen Plasma,AB+,1,5,3,1,0
2022-03-05,Fresh Frozen Plasma,O-,1,5,3,1,0
2022-03-05,Fresh Frozen Plasma,A-,1,5,3,1,0
2022-03-05,Fresh Frozen Plasma,B-,1,5,3,1,0
2022-03-05,Fresh Frozen Plasma,AB-,1,5,3,1,0
2022-03-05,Cryoprecipitate,O+,2,5,3,1,0
2022-03-05,Cryoprecipitate,A+,3,5,3,1,0
2022-03-05,Cryoprecipitate,B+,1,5,3,1,0
2022-03-05,Cryoprecipitate,AB+,1,5,3,1,0
2022-03-05,Cryoprecipitate,O-,1,5,3,1,0
2022-03-05,Cryoprecipitate,A-,1,5,3,1,0
2022-03-05,Cryoprecipitate,B-,1,5,3,1,0
2022-03-05,Cryoprecipitate,AB-,1,5,3,1,0
2022-03-06,Packed RBC,O+,18,6,3,1,0
2022-03-06,Packed RBC,A+,15,6,3,1,0
2022-03-06,Packed RBC,B+,12,6,3,1,0
2022-03-06,Packed RBC,AB+,1,6,3,1,0
2022-03-06,Packed RBC,O-,3,6,3,1,0
2022-03-06,Packed RBC,A-,1,6,3,1,0
2022-03-06,Packed RBC,B-,1,6,3,1,0
2022-03-06,Packed RBC,AB-,1,6,3,1,0
2022-03-06,Platelets,O+,8,6,3,1,0
2022-03-06,Platelets,A+,7,6,3,1,0
2022-03-06,Platelets,B+,5,6,3,1,0
2022-03-06,Platelets,AB+,2,6,3,1,0
2022-03-06,Platelets,O-,2,6,3,1,0
2022-03-06,Platelets,A-,1,6,3,1,0
2022-03-06,Platelets,B-,1,6,3,1,0
2022-03-06,Platelets,AB-,1,6,3,1,0
2022-03-06,Fresh Frozen Plasma,O+,5,6,3,1,0
2022-03-06,Fresh Frozen Plasma,A+,3,6,3,1,0
2022-03-06,Fresh Frozen Plasma,B+,2,6,3,1,0
2022-03-06,Fresh Frozen Plasma,AB+,1,6,3,1,0
2022-03-06,Fresh Frozen Plasma,O-,2,6,3,1,0
2022-03-06,Fresh Frozen Plasma,A-,1,6,3,1,0
2022-03-06,Fresh Frozen Plasma,B-,1,6,3,1,0
2022-03-06,Fresh Frozen Plasma,AB-,1,6,3,1,0
2022-03-06,Cryoprecipitate,O+,3,6,3,1,0
2022-03-06,Cryoprecipitate,A+,1,6,3,1,0
2022-03-06,Cryoprecipitate,B+,2,6,3,1,0
2022-03-06,Cryoprecipitate,AB+,1,6,3,1,0
2022-03-06,Cryoprecipitate,O-,1,6,3,1,0
2022-03-06,Cryoprecipitate,A-,1,6,3,1,0
2022-03-06,Cryoprecipitate,B-,1,6,3,1,0
2022-03-06,Cryoprecipitate,AB-,1,6,3,1,0
2022-03-07,Packed RBC,O+,33,0,3,0,0
2022-03-07,Packed RBC,A+,25,0,3,0,0
2022-03-07,Packed RBC,B+,18,0,3,0,0
2022-03-07,Packed RBC,AB+,4,0,3,0,0
2022-03-07,Packed RBC,O-,5,0,3,0,0
2022-03-07,Packed RBC,A-,1,0,3,0,0
2022-03-07,Packed RBC,B-,1,0,3,0,0
2022-03-07,Packed RBC,AB-,1,0,3,0,0
2022-03-07,Platelets,O+,13,0,3,0,0
2022-03-07,Platelets,A+,10,0,3,0,0
2022-03-07,Platelets,B+,6,0,3,0,0
2022-03-07,Platelets,AB+,1,0,3,0,0
2022-03-07,Platelets,O-,1,0,3,0,0
2022-03-07,Platelets,A-,1,0,3,0,0
2022-03-07,Platelets,B-,1,0,3,0,0
2022-03-07,Platelets,AB-,1,0,3,0,0
2022-03-07,Fresh Frozen Plasma,O+,6,0,3,0,0
2022-03-07,Fresh Frozen Plasma,A+,5,0,3,0,0
2022-03-07,Fresh Frozen Plasma,B+,3,0,3,0,0
2022-03-07,Fresh Frozen Plasma,AB+,1,0,3,0,0
2022-03-07,Fresh Frozen Plasma,O-,1,0,3,0,0
2022-03-07,Fresh Frozen Plasma,A-,1,0,3,0,0
2022-03-07,Fresh Frozen Plasma,B-,1,0,3,0,0
2022-03-07,Fresh Frozen Plasma,AB-,1,0,3,0,0
2022-03-07,Cryoprecipitate,O+,3,0,3,0,0
2022-03-07,Cryoprecipitate,A+,3,0,3,0,0
2022-03-07,Cryoprecipitate,B+,1,0,3,0,0
2022-03-07,Cryoprecipitate,AB+,1,0,3,0,0
2022-03-07,Cryoprecipitate,O-,1,0,3,0,0
2022-03-07,Cryoprecipitate,A-,1,0,3,0,0
2022-03-07,Cryoprecipitate,B-,1,0,3,0,0
2022-03-07,Cryoprecipitate,AB-,1,0,3,0,0
2022-03-08,Packed RBC,O+,32,1,3,0,0
2022-03-08,Packed RBC,A+,25,1,3,0,0
2022-03-08,Packed RBC,B+,17,1,3,0,0
2022-03-08,Packed RBC,AB+,2,1,3,0,0
2022-03-08,Packed RBC,O-,5,1,3,0,0
2022-03-08,Packed RBC,A-,1,1,3,0,0
2022-03-08,Packed RBC,B-,1,1,3,0,0
2022-03-08,Packed RBC,AB-,1,1,3,0,0
2022-03-08,Platelets,O+,10,1,3,0,0
2022-03-08,Platelets,A+,7,1,3,0,0
2022-03-08,Platelets,B+,6,1,3,0,0
2022-03-08,Platelets,AB+,1,1,3,0,0
2022-03-08,Platelets,O-,1,1,3,0,0
2022-03-08,Platelets,A-,1,1,3,0,0
2022-03-08,Platelets,B-,1,1,3,0,0
2022-03-08,Platelets,AB-,1,1,3,0,0
2022-03-08,Fresh Frozen Plasma,O+,7,1,3,0,0
2022-03-08,Fresh Frozen Plasma,A+,6,1,3,0,0
2022-03-08,Fresh Frozen Plasma,B+,4,1,3,0,0
2022-03-08,Fresh Frozen Plasma,AB+,1,1,3,0,0
2022-03-08,Fresh Frozen Plasma,O-,1,1,3,0,0
2022-03-08,Fresh Frozen Plasma,A-,1,1,3,0,0
2022-03-08,Fresh Frozen Plasma,B-,1,1,3,0,0
2022-03-08,Fresh Frozen Plasma,AB-,1,1,3,0,0
2022-03-08,Cryoprecipitate,O+,2,1,3,0,0
2022-03-08,Cryoprecipitate,A+,3,1,3,0,0
2022-03-08,Cryoprecipitate,B+,1,1,3,0,0
2022-03-08,Cryoprecipitate,AB+,1,1,3,0,0
2022-03-08,Cryoprecipitate,O-,1,1,3,0,0
2022-03-08,Cryoprecipitate,A-,1,1,3,0,0
2022-03-08,Cryoprecipitate,B-,1,1,3,0,0
2022-03-08,Cryoprecipitate,AB-,1,1,3,0,0
2022-03-09,Packed RBC,O+,29,2,3,0,0
2022-03-09,Packed RBC,A+,24,2,3,0,0
2022-03-09,Packed RBC,B+,18,2,3,0,0
2022-03-09,Packed RBC,AB+,4,2,3,0,0
2022-03-09,Packed RBC,O-,5,2,3,0,0
2022-03-09,Packed RBC,A-,1,2,3,0,0
2022-03-09,Packed RBC,B-,1,2,3,0,0
2022-03-09,Packed RBC,AB-,2,2,3,0,0
2022-03-09,Platelets,O+,12,2,3,0,0
2022-03-09,Platelets,A+,7,2,3,0,0
2022-03-09,Platelets,B+,6,2,3,0,0
2022-03-09,Platelets,AB+,1,2,3,0,0
2022-03-09,Platelets,O-,1,2,3,0,0
2022-03-09,Platelets,A-,1,2,3,0,0
2022-03-09,Platelets,B-,1,2,3,0,0
2022-03-09,Platelets,AB-,1,2,3,0,0
2022-03-09,Fresh Frozen Plasma,O+,9,2,3,0,0
2022-03-09,Fresh Frozen Plasma,A+,6,2,3,0,0
2022-03-09,Fresh Frozen Plasma,B+,5,2,3,0,0
2022-03-09,Fresh Frozen Plasma,AB+,1,2,3,0,0
2022-03-09,Fresh Frozen Plasma,O-,1,2,3,0,0
2022-03-09,Fresh Frozen Plasma,A-,1,2,3,0,0
2022-03-09,Fresh Frozen Plasma,B-,1,2,3,0,0
2022-03-09,Fresh Frozen Plasma,AB-,1,2,3,0,0
2022-03-09,Cryoprecipitate,O+,3,2,3,0,0
2022-03-09,Cryoprecipitate,A+,2,2,3,0,0
2022-03-09,Cryoprecipitate,B+,1,2,3,0,0
2022-03-09,Cryoprecipitate,AB+,1,2,3,0,0
2022-03-09,Cryoprecipitate,O-,1,2,3,0,0
2022-03-09,Cryoprecipitate,A-,1,2,3,0,0
2022-03-09,Cryoprecipitate,B-,1,2,3,0,0
2022-03-09,Cryoprecipitate,AB-,1,2,3,0,0
2022-03-10,Packed RBC,O+,35,3,3,0,0
2022-03-10,Packed RBC,A+,25,3,3,0,0
2022-03-10,Packed RBC,B+,18,3,3,0,0
2022-03-10,Packed RBC,AB+,4,3,3,0,0
2022-03-10,Packed RBC,O-,5,3,3,0,0
2022-03-10,Packed RBC,A-,1,3,3,0,0
2022-03-10,Packed RBC,B-,1,3,3,0,0
2022-03-10,Packed RBC,AB-,1,3,3,0,0
2022-03-10,Platelets,O+,8,3,3,0,0
2022-03-10,Platelets,A+,8,3,3,0,0
2022-03-10,Platelets,B+,5,3,3,0,0
